data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
20150827;3,7604;2,6769;2,8269;4,2786;1,3548;3,9712;5,8518;3,1418;0,1578;0,5733;0,4500;0,4446;5,3201;166;166/C/NBP/2015;
20150828;3,8053;2,7181;2,8687;4,2839;1,3629;3,9719;5,8716;3,1612;0,1582;0,5741;0,4567;0,4480;5,3514;167;167/C/NBP/2015;
20150831;3,7979;2,7146;2,8581;4,2713;1,3601;3,9507;5,8447;3,1415;0,1578;0,5724;0,4567;0,4498;5,3375;168;168/C/NBP/2015;
20150901;3,7950;2,6944;2,8495;4,2631;1,3562;3,9315;5,8447;3,1336;0,1578;0,5712;0,4535;0,4473;5,3273;169;169/C/NBP/2015;
20150902;3,7974;2,6796;2,8944;4,2792;1,3599;3,9433;5,8283;3,1692;0,1584;0,5733;0,4584;0,4501;5,3618;170;170/C/NBP/2015;
20150903;3,8024;2,6705;2,8701;4,2748;1,3631;3,9301;5,8161;3,1669;0,1582;0,5728;0,4601;0,4506;5,3441;171;171/C/NBP/2015;
20150904;3,8204;2,6838;2,8916;4,2516;1,3622;3,9214;5,8324;3,1862;0,1573;0,5698;0,4605;0,4530;5,3197;172;172/C/NBP/2015;
20150907;3,8321;2,6587;2,8904;4,2612;1,3572;3,9268;5,8253;3,2144;0,1578;0,5712;0,4615;0,4526;5,3625;173;173/C/NBP/2015;
20150908;3,8308;2,6580;2,8860;4,2738;1,3587;3,9278;5,8497;3,2086;0,1581;0,5728;0,4612;0,4532;5,3784;174;174/C/NBP/2015;
20150909;3,8213;2,6764;2,8842;4,2711;1,3597;3,9052;5,8762;3,1851;0,1579;0,5725;0,4622;0,4532;5,3699;175;175/C/NBP/2015;
20150910;3,8150;2,6890;2,8800;4,2531;1,3555;3,8954;5,8696;3,1509;0,1573;0,5700;0,4629;0,4527;5,3549;176;176/C/NBP/2015;
20150911;3,7961;2,6792;2,8645;4,2564;1,3508;3,8875;5,8527;3,1431;0,1574;0,5704;0,4630;0,4525;5,3428;177;177/C/NBP/2015;
20150914;3,7605;2,6585;2,8376;4,2479;1,3524;3,8517;5,8051;3,1187;0,1569;0,5693;0,4583;0,4536;5,3085;178;178/C/NBP/2015;
20150915;3,7551;2,6752;2,8325;4,2496;1,3569;3,8729;5,7790;3,1287;0,1571;0,5696;0,4571;0,4551;5,3030;179;179/C/NBP/2015;
20150916;3,7478;2,6658;2,8293;4,2380;1,3578;3,8604;5,7644;3,1262;0,1567;0,5680;0,4579;0,4533;5,2806;180;180/C/NBP/2015;
20150917;3,7550;2,6940;2,8420;4,2349;1,3603;3,8769;5,8076;3,1164;0,1563;0,5676;0,4590;0,4540;5,3045;181;181/C/NBP/2015;
20150918;3,7535;2,6868;2,8467;4,2504;1,3690;3,8767;5,8384;3,1069;0,1569;0,5697;0,4615;0,4551;5,3034;182;182/C/NBP/2015;
20150921;3,7222;2,6976;2,8475;4,2440;1,3696;3,8893;5,8138;3,1145;0,1568;0,5688;0,4594;0,4548;5,2712;183;183/C/NBP/2015;
20150922;3,7638;2,6919;2,8443;4,2349;1,3635;3,8755;5,8457;3,1282;0,1566;0,5676;0,4587;0,4527;5,3086;184;184/C/NBP/2015;
20150923;3,8078;2,6937;2,8700;4,2471;1,3645;3,9147;5,8637;3,1731;0,1568;0,5693;0,4601;0,4542;5,3466;185;185/C/NBP/2015;
20150924;3,8053;2,6803;2,8644;4,2556;1,3660;3,9075;5,8101;3,1655;0,1569;0,5704;0,4602;0,4535;5,3538;186;186/C/NBP/2015;
20150925;3,7903;2,6477;2,8327;4,2706;1,3568;3,9088;5,7844;3,1772;0,1568;0,5724;0,4500;0,4518;5,3403;187;187/C/NBP/2015;
20150928;3,8190;2,6775;2,8678;4,2665;1,3536;3,9046;5,8045;3,1633;0,1570;0,5720;0,4461;0,4542;5,3352;188;188/C/NBP/2015;
20150929;3,8310;2,6797;2,8726;4,2799;1,3587;3,9145;5,8170;3,1943;0,1572;0,5737;0,4481;0,4519;5,3727;189;189/C/NBP/2015;
20150930;3,8142;2,6705;2,8471;4,2859;1,3651;3,9293;5,7816;3,1862;0,1575;0,5745;0,4496;0,4538;5,3737;190;190/C/NBP/2015;
20151001;3,8327;2,6917;2,8630;4,2875;1,3669;3,9316;5,8139;3,1923;0,1579;0,5747;0,4501;0,4557;5,3722;191;191/C/NBP/2015;
20151002;3,8331;2,7123;2,8978;4,2897;1,3713;3,9329;5,8134;3,2023;0,1580;0,5750;0,4553;0,4580;5,3858;192;192/C/NBP/2015;
20151005;3,8039;2,6698;2,8751;4,2959;1,3729;3,9376;5,7850;3,1968;0,1581;0,5758;0,4562;0,4588;5,3928;193;193/C/NBP/2015;
20151006;3,8263;2,7044;2,9223;4,2903;1,3752;3,9240;5,8063;3,1818;0,1583;0,5750;0,4566;0,4593;5,3643;194;194/C/NBP/2015;
20151007;3,8241;2,7276;2,9241;4,2890;1,3687;3,9255;5,8096;3,1745;0,1582;0,5748;0,4594;0,4612;5,3623;195;195/C/NBP/2015;
20151008;3,8044;2,7503;2,9310;4,2742;1,3716;3,9223;5,8208;3,1714;0,1578;0,5728;0,4636;0,4605;5,3375;196;196/C/NBP/2015;
20151009;3,8021;2,7318;2,9085;4,2768;1,3708;3,9180;5,8062;3,1703;0,1579;0,5733;0,4650;0,4610;5,3547;197;197/C/NBP/2015;
20151012;3,7547;2,7478;2,8953;4,2625;1,3690;3,9059;5,7547;3,1221;0,1572;0,5714;0,4644;0,4598;5,2952;198;198/C/NBP/2015;
20151013;3,7466;2,7546;2,8887;4,2597;1,3731;3,8990;5,7489;3,1196;0,1572;0,5710;0,4642;0,4579;5,2917;199;199/C/NBP/2015;
20151014;3,7593;2,7371;2,8830;4,2755;1,3731;3,9193;5,7201;3,1402;0,1576;0,5731;0,4607;0,4621;5,3063;200;200/C/NBP/2015;
20151015;3,7426;2,7197;2,8804;4,2718;1,3785;3,9184;5,7676;3,1321;0,1576;0,5726;0,4609;0,4600;5,2946;201;201/C/NBP/2015;
20151016;3,7541;2,7403;2,9051;4,2708;1,3817;3,9334;5,7916;3,1655;0,1579;0,5724;0,4627;0,4565;5,2939;202;202/C/NBP/2015;
20151019;3,7658;2,7366;2,9196;4,2813;1,3854;3,9559;5,8178;3,1598;0,1581;0,5739;0,4661;0,4576;5,3250;203;203/C/NBP/2015;
20151020;3,7826;2,7455;2,9171;4,2823;1,3830;3,9545;5,8550;3,1673;0,1582;0,5742;0,4653;0,4556;5,3360;204;204/C/NBP/2015;
20151021;3,7838;2,7558;2,9171;4,2940;1,3839;3,9717;5,8558;3,1584;0,1586;0,5757;0,4656;0,4558;5,3403;205;205/C/NBP/2015;
20151022;3,8102;2,7480;2,9220;4,3228;1,3865;3,9768;5,8838;3,1742;0,1597;0,5794;0,4652;0,4577;5,3791;206;206/C/NBP/2015;
20151023;3,8655;2,7944;2,9479;4,3156;1,3874;3,9797;5,9555;3,2101;0,1596;0,5785;0,4686;0,4602;5,3845;207;207/C/NBP/2015;
20151026;3,8930;2,8077;2,9538;4,2911;1,3806;3,9780;5,9735;3,2130;0,1586;0,5753;0,4625;0,4571;5,4215;208;208/C/NBP/2015;
20151027;3,9058;2,8347;2,9705;4,3115;1,3872;3,9829;6,0003;3,2295;0,1591;0,5779;0,4682;0,4597;5,4683;209;209/C/NBP/2015;
20151028;3,9138;2,8286;2,9586;4,3242;1,3858;3,9776;5,9913;3,2525;0,1596;0,5796;0,4638;0,4605;5,4684;210;210/C/NBP/2015;
20151029;3,9098;2,7883;2,9673;4,3299;1,3886;3,9759;5,9912;3,2465;0,1598;0,5804;0,4624;0,4642;5,4624;211;211/C/NBP/2015;
20151030;3,9369;2,7900;2,9875;4,3173;1,3877;3,9744;6,0214;3,2533;0,1593;0,5789;0,4591;0,4599;5,5030;212;212/C/NBP/2015;
20151102;3,8904;2,7649;2,9582;4,3000;1,3841;3,9434;5,9876;3,2287;0,1587;0,5765;0,4581;0,4581;5,4521;213;213/C/NBP/2015;
20151103;3,8979;2,7853;2,9799;4,3021;1,3761;3,9565;6,0296;3,2345;0,1588;0,5768;0,4600;0,4572;5,4510;214;214/C/NBP/2015;
20151104;3,9221;2,8065;2,9811;4,2910;1,3683;3,9537;6,0259;3,2353;0,1586;0,5753;0,4593;0,4571;5,4543;215;215/C/NBP/2015;
20151105;3,9284;2,8105;2,9898;4,2732;1,3592;3,9572;6,0356;3,2349;0,1577;0,5729;0,4573;0,4557;5,4447;216;216/C/NBP/2015;
20151106;3,9429;2,8247;2,9967;4,2859;1,3661;3,9575;6,0119;3,2375;0,1584;0,5746;0,4602;0,4568;5,4740;217;217/C/NBP/2015;
20151109;3,9928;2,8192;3,0074;4,2869;1,3594;3,9766;6,0168;3,2515;0,1587;0,5747;0,4618;0,4580;5,4746;218;218/C/NBP/2015;
20151110;4,0087;2,8236;3,0193;4,3008;1,3675;3,9878;6,0464;3,2490;0,1591;0,5765;0,4625;0,4607;5,5143;219;219/C/NBP/2015;
20151112;4,0081;2,8149;3,0197;4,2819;1,3706;3,9769;6,0556;3,2475;0,1584;0,5739;0,4632;0,4599;5,5156;220;220/C/NBP/2015;
20151113;3,9635;2,8260;2,9835;4,2752;1,3693;3,9598;6,0381;3,2299;0,1582;0,5731;0,4586;0,4599;5,5011;221;221/C/NBP/2015;
20151116;3,9939;2,8398;2,9921;4,2845;1,3747;3,9663;6,0726;3,2514;0,1586;0,5743;0,4578;0,4584;5,5092;222;222/C/NBP/2015;
20151117;4,0037;2,8377;2,9978;4,2859;1,3755;3,9734;6,0832;3,2539;0,1585;0,5745;0,4605;0,4602;5,5209;223;223/C/NBP/2015;
20151118;4,0199;2,8653;3,0212;4,2896;1,3765;3,9676;6,1197;3,2601;0,1587;0,5749;0,4642;0,4599;5,5396;224;224/C/NBP/2015;
20151119;4,0253;2,8573;3,0178;4,2925;1,3816;3,9550;6,1247;3,2607;0,1588;0,5754;0,4649;0,4619;5,5434;225;225/C/NBP/2015;
20151120;4,0114;2,8793;3,0224;4,2946;1,3829;3,9457;6,1325;3,2618;0,1589;0,5757;0,4646;0,4614;5,5491;226;226/C/NBP/2015;
20151123;4,0097;2,9060;3,0189;4,2854;1,3808;3,9481;6,1133;3,2654;0,1586;0,5745;0,4663;0,4620;5,5325;227;227/C/NBP/2015;
20151124;4,0309;2,9009;3,0152;4,2893;1,3765;3,9560;6,1135;3,2799;0,1587;0,5749;0,4665;0,4629;5,5500;228;228/C/NBP/2015;
20151125;4,0448;2,9267;3,0377;4,3056;1,3797;3,9759;6,0995;3,3017;0,1594;0,5771;0,4683;0,4646;5,5654;229;229/C/NBP/2015;
20151126;4,0736;2,9454;3,0537;4,3059;1,3796;3,9747;6,1421;3,3124;0,1593;0,5772;0,4688;0,4640;5,5870;230;230/C/NBP/2015;
20151127;4,0648;2,9371;3,0545;4,3172;1,3817;3,9726;6,1460;3,3173;0,1597;0,5787;0,4697;0,4651;5,6018;231;231/C/NBP/2015;
20151130;4,0755;2,9302;3,0510;4,3114;1,3813;3,9545;6,1345;3,3214;0,1595;0,5779;0,4683;0,4656;5,5942;232;232/C/NBP/2015;
20151201;4,0770;2,9454;3,0526;4,3133;1,3855;3,9599;6,1365;3,3132;0,1596;0,5782;0,4698;0,4686;5,5946;233;233/C/NBP/2015;
20151202;4,0616;2,9680;3,0439;4,3157;1,3889;3,9526;6,1281;3,3029;0,1597;0,5784;0,4686;0,4681;5,5939;234;234/C/NBP/2015;
20151203;4,0800;2,9834;3,0436;4,3139;1,3866;3,9659;6,1065;3,3058;0,1597;0,5783;0,4724;0,4687;5,5915;235;235/C/NBP/2015;
20151204;4,0200;2,9408;3,0101;4,3514;1,3912;3,9965;6,0532;3,2657;0,1608;0,5834;0,4700;0,4706;5,5861;236;236/C/NBP/2015;
20151207;3,9806;2,9350;2,9823;4,3556;1,3905;3,9955;6,0286;3,2379;0,1611;0,5838;0,4685;0,4700;5,5403;237;237/C/NBP/2015;
20151208;4,0289;2,9300;2,9849;4,3594;1,3970;4,0206;6,0740;3,2660;0,1613;0,5843;0,4648;0,4713;5,5450;238;238/C/NBP/2015;
20151209;4,0246;2,9005;2,9627;4,3784;1,3930;4,0497;6,0304;3,2773;0,1620;0,5868;0,4581;0,4729;5,5726;239;239/C/NBP/2015;
20151210;3,9939;2,8928;2,9501;4,3842;1,3888;4,0455;6,0501;3,2741;0,1623;0,5876;0,4600;0,4740;5,5622;240;240/C/NBP/2015;
20151211;4,0030;2,9245;2,9489;4,3862;1,3833;4,0567;6,0768;3,2958;0,1623;0,5879;0,4648;0,4727;5,5768;241;241/C/NBP/2015;
20151214;3,9964;2,8750;2,9186;4,4009;1,3867;4,0683;6,0853;3,3041;0,1628;0,5898;0,4597;0,4722;5,5945;242;242/C/NBP/2015;
20151215;4,0032;2,8949;2,9167;4,4018;1,3904;4,0721;6,0589;3,3137;0,1628;0,5899;0,4601;0,4705;5,5798;243;243/C/NBP/2015;
20151216;4,0063;2,8874;2,9221;4,3892;1,3900;4,0579;6,0644;3,2985;0,1624;0,5882;0,4621;0,4732;5,5666;244;244/C/NBP/2015;
20151217;3,9778;2,8652;2,8882;4,3460;1,3739;4,0306;5,9772;3,2646;0,1608;0,5826;0,4545;0,4671;5,5181;245;245/C/NBP/2015;
20151218;3,9894;2,8444;2,8690;4,3261;1,3694;4,0081;5,9506;3,2514;0,1600;0,5798;0,4557;0,4654;5,5187;246;246/C/NBP/2015;
20151221;3,9895;2,8537;2,8642;4,3228;1,3774;4,0108;5,9465;3,2832;0,1600;0,5793;0,4552;0,4656;5,5195;247;247/C/NBP/2015;
20151222;3,9269;2,8189;2,8148;4,2799;1,3632;3,9563;5,8580;3,2416;0,1583;0,5736;0,4471;0,4603;5,4518;248;248/C/NBP/2015;
20151223;3,9072;2,8305;2,8021;4,2855;1,3663;3,9548;5,8006;3,2314;0,1585;0,5744;0,4488;0,4636;5,4310;249;249/C/NBP/2015;
20151224;3,9296;2,8361;2,8290;4,2866;1,3629;3,9623;5,8485;3,2506;0,1587;0,5745;0,4501;0,4659;5,4497;250;250/C/NBP/2015;
20151228;3,9082;2,8424;2,8204;4,2835;1,3562;3,9634;5,8204;3,2472;0,1585;0,5740;0,4508;0,4655;5,4456;251;251/C/NBP/2015;
20151229;3,9096;2,8391;2,8111;4,2935;1,3690;3,9563;5,8249;3,2484;0,1588;0,5753;0,4491;0,4676;5,4485;252;252/C/NBP/2015;
20151230;3,9118;2,8520;2,8206;4,2755;1,3615;3,9436;5,7875;3,2472;0,1583;0,5729;0,4496;0,4669;5,4227;253;253/C/NBP/2015;
20151231;3,9260;2,8602;2,8190;4,2869;1,3670;3,9624;5,8168;3,2549;0,1587;0,5745;0,4450;0,4657;5,4415;254;254/C/NBP/2015;

kod ISO;USD;AUD;CAD;EUR;HUF;CHF;GBP;JPY;CZK;DKK;NOK;SEK;XDR;
nazwa waluty;dolar amerykañski;dolar australijski;dolar kanadyjski;euro;forint (Wêgry);frank szwajcarski;funt szterling;jen (Japonia);korona czeska;korona duñska;korona norweska;korona szwedzka;SDR (MFW);
liczba jednostek;1;1;1;1;100;1;1;100;1;1;1;1;1;
