data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
20150319;3,9435;3,0108;3,0822;4,1846;1,3769;3,9458;5,7831;3,2580;0,1535;0,5613;0,4705;0,4482;5,4153;54;054/C/NBP/2015;
20150320;3,9097;2,9826;3,0675;4,1642;1,3752;3,9430;5,7684;3,2367;0,1519;0,5589;0,4837;0,4500;5,3751;55;055/C/NBP/2015;
20150323;3,8787;3,0004;3,0740;4,1785;1,3716;3,9663;5,7646;3,2146;0,1521;0,5606;0,4818;0,4482;5,3402;56;056/C/NBP/2015;
20150324;3,7959;2,9772;3,0299;4,1471;1,3689;3,9240;5,6677;3,1709;0,1518;0,5562;0,4810;0,4468;5,2727;57;057/C/NBP/2015;
20150325;3,7976;2,9921;3,0329;4,1454;1,3789;3,9732;5,6492;3,1724;0,1513;0,5557;0,4825;0,4455;5,2675;58;058/C/NBP/2015;
20150326;3,7614;2,9561;3,0028;4,1257;1,3821;3,9231;5,5965;3,1462;0,1508;0,5525;0,4803;0,4428;5,2268;59;059/C/NBP/2015;
20150327;3,7818;2,9637;3,0296;4,1299;1,3749;3,9424;5,6089;3,1738;0,1504;0,5531;0,4806;0,4427;5,2417;60;060/C/NBP/2015;
20150330;3,8036;2,9591;3,0422;4,1370;1,3794;3,9556;5,6698;3,1934;0,1505;0,5540;0,4782;0,4440;5,2827;61;061/C/NBP/2015;
20150331;3,8195;2,9223;3,0164;4,1345;1,3810;3,9556;5,6433;3,1832;0,1504;0,5536;0,4770;0,4430;5,2744;62;062/C/NBP/2015;
20150401;3,8414;2,9175;3,0169;4,1228;1,3749;3,9430;5,6784;3,1994;0,1499;0,5520;0,4741;0,4438;5,2595;63;063/C/NBP/2015;
20150402;3,8195;2,9097;3,0183;4,1075;1,3753;3,9455;5,6511;3,1913;0,1493;0,5498;0,4728;0,4416;5,2695;64;064/C/NBP/2015;
20150403;3,7794;2,8678;3,0057;4,1110;1,3703;3,9432;5,6012;3,1549;0,1492;0,5502;0,4746;0,4389;5,2494;65;065/C/NBP/2015;
20150407;3,7823;2,8722;3,0100;4,1155;1,3728;3,9430;5,6051;3,1608;0,1494;0,5507;0,4732;0,4383;5,2552;66;066/C/NBP/2015;
20150408;3,7713;2,8828;3,0160;4,0983;1,3696;3,9203;5,6171;3,1375;0,1494;0,5485;0,4682;0,4377;5,2346;67;067/C/NBP/2015;
20150409;3,7323;2,8817;3,0048;4,0507;1,3648;3,8841;5,5818;3,1145;0,1480;0,5421;0,4667;0,4334;5,1720;68;068/C/NBP/2015;
20150410;3,7908;2,9265;3,0177;4,0663;1,3659;3,8970;5,6017;3,1544;0,1485;0,5442;0,4698;0,4352;5,2110;69;069/C/NBP/2015;
20150413;3,8216;2,9368;3,0366;4,0532;1,3640;3,8974;5,5930;3,1816;0,1480;0,5425;0,4710;0,4344;5,2559;70;070/C/NBP/2015;
20150414;3,8249;2,9050;3,0411;4,0518;1,3640;3,9078;5,6076;3,1837;0,1481;0,5423;0,4736;0,4349;5,2514;71;071/C/NBP/2015;
20150415;3,7913;2,8927;3,0401;4,0481;1,3682;3,9028;5,6037;3,1757;0,1481;0,5420;0,4775;0,4333;5,2535;72;072/C/NBP/2015;
20150416;3,8245;2,9154;3,0549;4,0680;1,3607;3,9367;5,6527;3,2024;0,1483;0,5448;0,4830;0,4364;5,2782;73;073/C/NBP/2015;
20150417;3,7933;2,9515;3,1007;4,0688;1,3477;3,9407;5,6554;3,1838;0,1484;0,5452;0,4862;0,4394;5,2434;74;074/C/NBP/2015;
20150420;3,7691;2,9281;3,0980;4,0567;1,3468;3,9489;5,6445;3,1634;0,1476;0,5438;0,4815;0,4358;5,2009;75;075/C/NBP/2015;
20150421;3,7504;2,9123;3,0677;4,0279;1,3456;3,9336;5,5888;3,1494;0,1469;0,5398;0,4768;0,4332;5,1640;76;076/C/NBP/2015;
20150422;3,7616;2,9027;3,0620;4,0220;1,3502;3,9216;5,6006;3,1423;0,1467;0,5390;0,4765;0,4328;5,1809;77;077/C/NBP/2015;
20150423;3,7627;2,9216;3,0739;4,0405;1,3415;3,9067;5,6538;3,1405;0,1473;0,5415;0,4780;0,4337;5,2044;78;078/C/NBP/2015;
20150424;3,7615;2,9126;3,0823;4,0479;1,3465;3,9061;5,6444;3,1380;0,1477;0,5426;0,4757;0,4311;5,2139;79;079/C/NBP/2015;
20150427;3,7526;2,9266;3,0856;4,0582;1,3406;3,9293;5,6750;3,1487;0,1478;0,5440;0,4795;0,4333;5,2055;80;080/C/NBP/2015;
20150428;3,7189;2,9108;3,0683;4,0366;1,3438;3,8906;5,6373;3,1150;0,1471;0,5411;0,4801;0,4314;5,1706;81;081/C/NBP/2015;
20150429;3,6844;2,9420;3,0570;4,0390;1,3390;3,8559;5,6462;3,1011;0,1471;0,5413;0,4804;0,4304;5,1538;82;082/C/NBP/2015;
20150430;3,6580;2,9430;3,0545;4,0502;1,3398;3,8719;5,6386;3,0731;0,1476;0,5429;0,4841;0,4365;5,1681;83;083/C/NBP/2015;
20150504;3,6532;2,8791;3,0281;4,0698;1,3447;3,8793;5,6096;3,0569;0,1485;0,5453;0,4843;0,4367;5,1037;84;084/C/NBP/2015;
20150505;3,6442;2,8553;3,0080;4,0681;1,3422;3,9086;5,5105;3,0332;0,1486;0,5450;0,4811;0,4361;5,1046;85;085/C/NBP/2015;
20150506;3,6498;2,8822;3,0259;4,0676;1,3492;3,9162;5,5319;3,0300;0,1485;0,5449;0,4819;0,4361;5,1191;86;086/C/NBP/2015;
20150507;3,6148;2,8971;3,0152;4,0984;1,3413;3,9547;5,5167;3,0283;0,1495;0,5489;0,4864;0,4395;5,1277;87;087/C/NBP/2015;
20150508;3,6213;2,8711;2,9850;4,0794;1,3444;3,9460;5,4949;3,0332;0,1488;0,5465;0,4860;0,4383;5,0895;88;088/C/NBP/2015;
20150511;3,6482;2,8918;3,0098;4,0931;1,3522;3,9421;5,6189;3,0437;0,1492;0,5485;0,4885;0,4418;5,1299;89;089/C/NBP/2015;
20150512;3,6793;2,9108;3,0476;4,1044;1,3473;3,9411;5,7237;3,0693;0,1498;0,5500;0,4882;0,4446;5,1741;90;090/C/NBP/2015;
20150513;3,6846;2,9350;3,0607;4,1457;1,3490;3,9854;5,7692;3,0701;0,1512;0,5555;0,4929;0,4452;5,2043;91;091/C/NBP/2015;
20150514;3,6385;2,9483;3,0436;4,1233;1,3424;3,9540;5,7122;3,0517;0,1502;0,5525;0,4935;0,4423;5,1809;92;092/C/NBP/2015;
20150515;3,6074;2,9332;3,0224;4,1117;1,3433;3,9481;5,6953;3,0307;0,1497;0,5508;0,4895;0,4378;5,1148;93;093/C/NBP/2015;
20150518;3,6026;2,8885;2,9918;4,0943;1,3337;3,9005;5,6771;3,0146;0,1493;0,5485;0,4889;0,4343;5,1179;94;094/C/NBP/2015;
20150519;3,6170;2,8902;2,9835;4,1031;1,3318;3,9240;5,6685;3,0200;0,1498;0,5497;0,4905;0,4400;5,1091;95;095/C/NBP/2015;
20150520;3,6797;2,9217;3,0077;4,1046;1,3411;3,9358;5,7100;3,0550;0,1499;0,5502;0,4887;0,4404;5,1674;96;096/C/NBP/2015;
20150521;3,7112;2,9263;3,0344;4,1203;1,3452;3,9584;5,7764;3,0668;0,1508;0,5524;0,4918;0,4442;5,1939;97;097/C/NBP/2015;
20150522;3,7234;2,9376;3,0484;4,1453;1,3481;3,9861;5,8418;3,0796;0,1516;0,5560;0,4924;0,4478;5,2367;98;098/C/NBP/2015;
20150525;3,7532;2,9368;3,0577;4,1386;1,3479;3,9771;5,8195;3,0895;0,1511;0,5551;0,4924;0,4484;5,2155;99;099/C/NBP/2015;
20150526;3,7765;2,9545;3,0693;4,1432;1,3479;4,0027;5,8380;3,1083;0,1514;0,5557;0,4942;0,4487;5,2214;100;100/C/NBP/2015;
20150527;3,8395;2,9734;3,0875;4,1862;1,3525;4,0419;5,8974;3,1148;0,1528;0,5616;0,4979;0,4547;5,3301;101;101/C/NBP/2015;
20150528;3,8422;2,9642;3,0883;4,1698;1,3508;4,0334;5,8887;3,1063;0,1522;0,5592;0,4935;0,4497;5,3317;102;102/C/NBP/2015;
20150529;3,8450;2,9279;3,0651;4,1804;1,3535;4,0437;5,8676;3,0877;0,1522;0,5603;0,4887;0,4508;5,3452;103;103/C/NBP/2015;
20150601;3,7905;2,8990;3,0349;4,1645;1,3469;4,0462;5,7930;3,0594;0,1522;0,5583;0,4869;0,4457;5,3112;104;104/C/NBP/2015;
20150602;3,8070;2,9070;3,0449;4,1687;1,3490;4,0375;5,8015;3,0644;0,1518;0,5588;0,4809;0,4459;5,2884;105;105/C/NBP/2015;
20150603;3,7441;2,9034;3,0102;4,1703;1,3430;4,0148;5,7419;3,0200;0,1519;0,5590;0,4800;0,4429;5,2905;106;106/C/NBP/2015;
20150605;3,7272;2,9074;2,9951;4,1849;1,3381;3,9940;5,7117;3,0017;0,1524;0,5610;0,4815;0,4460;5,2520;107;107/C/NBP/2015;
20150608;3,7318;2,8705;2,9792;4,2016;1,3484;4,0015;5,7110;2,9911;0,1533;0,5632;0,4754;0,4481;5,2323;108;108/C/NBP/2015;
20150609;3,7585;2,8738;3,0281;4,2107;1,3408;4,0119;5,7456;3,0041;0,1535;0,5644;0,4763;0,4493;5,2682;109;109/C/NBP/2015;
20150610;3,7406;2,8783;3,0315;4,2092;1,3454;4,0227;5,7272;3,0092;0,1537;0,5642;0,4809;0,4500;5,2662;110;110/C/NBP/2015;
20150611;3,6973;2,8701;3,0250;4,1846;1,3409;3,9869;5,7410;3,0136;0,1531;0,5608;0,4795;0,4478;5,2226;111;111/C/NBP/2015;
20150612;3,7156;2,8695;3,0186;4,1713;1,3416;3,9674;5,7532;3,0036;0,1526;0,5591;0,4743;0,4506;5,2219;112;112/C/NBP/2015;
20150615;3,7362;2,8806;3,0287;4,1939;1,3426;4,0166;5,7891;3,0232;0,1537;0,5622;0,4812;0,4551;5,2440;113;113/C/NBP/2015;
20150616;3,7381;2,9030;3,0312;4,1994;1,3418;3,9949;5,8043;3,0306;0,1540;0,5630;0,4806;0,4562;5,2573;114;114/C/NBP/2015;
20150617;3,7199;2,8881;3,0229;4,1844;1,3402;3,9966;5,8182;3,0161;0,1535;0,5611;0,4795;0,4541;5,2489;115;115/C/NBP/2015;
20150618;3,7234;2,8622;3,0252;4,1955;1,3486;4,0185;5,8597;3,0016;0,1540;0,5626;0,4815;0,4548;5,2628;116;116/C/NBP/2015;
20150619;3,6901;2,8928;3,0352;4,2064;1,3462;4,0228;5,8651;3,0052;0,1543;0,5638;0,4781;0,4554;5,2276;117;117/C/NBP/2015;
20150622;3,7208;2,8896;3,0355;4,2208;1,3468;4,0332;5,9119;3,0340;0,1548;0,5657;0,4773;0,4573;5,2749;118;118/C/NBP/2015;
20150623;3,7079;2,8794;3,0205;4,2147;1,3549;4,0254;5,8685;3,0108;0,1549;0,5649;0,4801;0,4569;5,2515;119;119/C/NBP/2015;
20150624;3,7760;2,9061;3,0527;4,2109;1,3555;4,0280;5,9421;3,0415;0,1549;0,5643;0,4811;0,4568;5,2902;120;120/C/NBP/2015;
20150625;3,7630;2,8997;3,0430;4,2093;1,3521;4,0286;5,9240;3,0316;0,1544;0,5643;0,4786;0,4568;5,2795;121;121/C/NBP/2015;
20150626;3,7632;2,9095;3,0485;4,2117;1,3494;4,0136;5,9237;3,0426;0,1545;0,5646;0,4810;0,4558;5,2840;122;122/C/NBP/2015;
20150629;3,7709;2,8836;3,0505;4,2145;1,3514;4,0398;5,9347;3,0428;0,1549;0,5648;0,4816;0,4542;5,2923;123;123/C/NBP/2015;
20150630;3,8056;2,9146;3,0768;4,2339;1,3447;4,0886;5,9856;3,0983;0,1554;0,5675;0,4815;0,4597;5,3365;124;124/C/NBP/2015;
20150701;3,7791;2,9149;3,0389;4,2309;1,3442;4,0617;5,9506;3,0893;0,1554;0,5671;0,4814;0,4582;5,3180;125;125/C/NBP/2015;
20150702;3,8191;2,9245;3,0435;4,2277;1,3460;4,0480;5,9687;3,1017;0,1551;0,5666;0,4836;0,4578;5,3405;126;126/C/NBP/2015;
20150703;3,8183;2,9089;3,0366;4,2330;1,3490;4,0511;5,9611;3,1027;0,1555;0,5674;0,4796;0,4525;5,3528;127;127/C/NBP/2015;
20150706;3,8170;2,8683;3,0311;4,2358;1,3437;4,0562;5,9568;3,1117;0,1563;0,5677;0,4776;0,4514;5,3564;128;128/C/NBP/2015;
20150707;3,8452;2,8895;3,0400;4,2458;1,3424;4,0660;5,9847;3,1347;0,1566;0,5690;0,4755;0,4535;5,3918;129;129/C/NBP/2015;
20150708;3,8824;2,8750;3,0392;4,2494;1,3397;4,0916;5,9913;3,1706;0,1568;0,5694;0,4719;0,4549;5,4228;130;130/C/NBP/2015;
20150709;3,8702;2,8743;3,0388;4,2735;1,3445;4,0801;5,9478;3,1970;0,1577;0,5727;0,4712;0,4560;5,4110;131;131/C/NBP/2015;
20150710;3,8519;2,8693;3,0339;4,2612;1,3500;4,0672;5,9335;3,1785;0,1572;0,5711;0,4755;0,4549;5,3870;132;132/C/NBP/2015;
20150713;3,7675;2,7985;2,9594;4,2135;1,3556;4,0190;5,8476;3,0732;0,1553;0,5646;0,4716;0,4482;5,2915;133;133/C/NBP/2015;
20150714;3,7861;2,8071;2,9670;4,1859;1,3447;3,9936;5,8878;3,0697;0,1545;0,5609;0,4693;0,4468;5,2998;134;134/C/NBP/2015;
20150715;3,7959;2,8275;2,9782;4,1900;1,3504;4,0167;5,9152;3,0786;0,1548;0,5615;0,4677;0,4462;5,3068;135;135/C/NBP/2015;
20150716;3,8099;2,8288;2,9783;4,1755;1,3455;4,0041;5,9392;3,0763;0,1542;0,5594;0,4678;0,4469;5,3010;136;136/C/NBP/2015;
20150717;3,8041;2,8261;2,9475;4,1521;1,3428;3,9859;5,9392;3,0694;0,1531;0,5565;0,4686;0,4472;5,3162;137;137/C/NBP/2015;
20150720;3,8221;2,8173;2,9438;4,1481;1,3429;3,9795;5,9513;3,0801;0,1534;0,5559;0,4670;0,4435;5,3110;138;138/C/NBP/2015;
20150721;3,8419;2,8246;2,9525;4,1632;1,3450;3,9843;5,9774;3,0898;0,1536;0,5579;0,4663;0,4450;5,3270;139;139/C/NBP/2015;
20150722;3,8204;2,8270;2,9484;4,1639;1,3528;3,9871;5,9447;3,0756;0,1536;0,5580;0,4688;0,4450;5,3229;140;140/C/NBP/2015;
20150723;3,8153;2,8142;2,9267;4,1575;1,3495;3,9697;5,9630;3,0768;0,1536;0,5572;0,4673;0,4425;5,3123;141;141/C/NBP/2015;
20150724;3,7857;2,7904;2,9126;4,1581;1,3453;3,9531;5,8934;3,0543;0,1538;0,5573;0,4636;0,4410;5,3131;142;142/C/NBP/2015;
20150727;3,8013;2,7681;2,9117;4,1673;1,3416;3,9609;5,8943;3,0704;0,1541;0,5585;0,4641;0,4420;5,3065;143;143/C/NBP/2015;
20150728;3,7590;2,7492;2,8902;4,1750;1,3475;3,9337;5,8498;3,0560;0,1544;0,5595;0,4617;0,4423;5,3165;144;144/C/NBP/2015;
20150729;3,7703;2,7592;2,9014;4,1654;1,3442;3,9090;5,8847;3,0496;0,1541;0,5582;0,4609;0,4397;5,2796;145;145/C/NBP/2015;
20150730;3,7807;2,7696;2,9223;4,1736;1,3512;3,9278;5,9297;3,0582;0,1538;0,5594;0,4637;0,4399;5,2900;146;146/C/NBP/2015;
20150731;3,8270;2,7845;2,9395;4,1826;1,3546;3,9463;5,9790;3,0776;0,1547;0,5607;0,4675;0,4424;5,3237;147;147/C/NBP/2015;
20150803;3,7785;2,7772;2,9102;4,1935;1,3590;3,9529;5,9180;3,0580;0,1549;0,5621;0,4667;0,4429;5,3330;148;148/C/NBP/2015;
20150804;3,8157;2,7770;2,9042;4,1875;1,3616;3,9475;5,9583;3,0758;0,1549;0,5613;0,4648;0,4424;5,3316;149;149/C/NBP/2015;
20150805;3,8255;2,8296;2,9128;4,1938;1,3586;3,9403;5,9694;3,0840;0,1550;0,5621;0,4651;0,4429;5,3317;150;150/C/NBP/2015;
20150806;3,8706;2,8468;2,9402;4,2123;1,3612;3,9474;6,0387;3,1013;0,1558;0,5645;0,4679;0,4436;5,3552;151;151/C/NBP/2015;
20150807;3,8743;2,8455;2,9428;4,2284;1,3609;3,9495;6,0109;3,1051;0,1563;0,5667;0,4679;0,4430;5,4045;152;152/C/NBP/2015;
20150810;3,8870;2,8614;2,9554;4,2263;1,3595;3,9395;5,9995;3,1150;0,1564;0,5664;0,4670;0,4407;5,3748;153;153/C/NBP/2015;
20150811;3,8658;2,8513;2,9472;4,2421;1,3618;3,9138;6,0006;3,1026;0,1570;0,5685;0,4699;0,4433;5,3845;154;154/C/NBP/2015;
20150812;3,8306;2,7985;2,9237;4,2395;1,3561;3,8987;5,9727;3,0698;0,1569;0,5681;0,4657;0,4423;5,3553;155;155/C/NBP/2015;
20150813;3,7865;2,7851;2,9182;4,2319;1,3586;3,8980;5,9121;3,0536;0,1566;0,5670;0,4646;0,4418;5,3458;156;156/C/NBP/2015;
20150814;3,7965;2,7854;2,9101;4,2212;1,3627;3,8954;5,9178;3,0534;0,1561;0,5656;0,4625;0,4458;5,3225;157;157/C/NBP/2015;
20150817;3,7933;2,8028;2,9033;4,2267;1,3636;3,8899;5,9223;3,0532;0,1563;0,5663;0,4621;0,4479;5,3296;158;158/C/NBP/2015;
20150818;3,7888;2,7946;2,8886;4,2044;1,3599;3,8831;5,9225;3,0488;0,1556;0,5634;0,4615;0,4447;5,2829;159;159/C/NBP/2015;
20150819;3,8132;2,7940;2,9137;4,2093;1,3615;3,9007;5,9812;3,0651;0,1557;0,5640;0,4607;0,4473;5,3268;160;160/C/NBP/2015;
20150820;3,8159;2,8009;2,9174;4,2134;1,3594;3,9266;5,9752;3,0692;0,1558;0,5646;0,4594;0,4447;5,3357;161;161/C/NBP/2015;
20150821;3,7892;2,7713;2,8876;4,2297;1,3548;3,9253;5,9297;3,0578;0,1566;0,5667;0,4584;0,4446;5,3106;162;162/C/NBP/2015;
20150824;3,7569;2,7600;2,8676;4,2435;1,3517;3,9374;5,8962;3,0651;0,1571;0,5686;0,4578;0,4454;5,3059;163;163/C/NBP/2015;
20150825;3,6766;2,6466;2,7750;4,2901;1,3596;3,9530;5,7978;3,1193;0,1586;0,5747;0,4499;0,4497;5,3034;164;164/C/NBP/2015;
20150826;3,7165;2,6750;2,8059;4,2620;1,3624;3,9399;5,8600;3,1066;0,1574;0,5711;0,4526;0,4445;5,2684;165;165/C/NBP/2015;
