Data;1USDdolar amerykañski;1AUDdolar australijski;1CADdolar kanadyjski;1EUReuro;100HUFforint (Wêgry);1CHFfrank szwajcarski;1GBPfunt szterling;100JPYjen (Japonia);1CZKkorona czeska;1DKKkorona duñska;1NOKkorona norweska;1SEKkorona szwedzka;1XDRSDR (MFW);Nr tabeli;Pe³ny numer tabeli;
20121017;3,1637;3,2515;3,2119;4,1321;1,4888;3,4171;5,1035;4,0121;0,1661;0,5540;0,5585;0,4781;4,8859;202;202/C/NBP/2012;
20121018;3,1638;3,2789;3,2203;4,1532;1,4895;3,4303;5,1164;4,0207;0,1675;0,5568;0,5612;0,4795;4,9001;203;203/C/NBP/2012;
20121019;3,1609;3,2797;3,2239;4,1427;1,4894;3,4263;5,1025;3,9848;0,1671;0,5554;0,5621;0,4827;4,8838;204;204/C/NBP/2012;
20121022;3,1777;3,2876;3,2089;4,1457;1,4849;3,4304;5,1018;4,0060;0,1669;0,5558;0,5614;0,4835;4,9075;205;205/C/NBP/2012;
20121023;3,1769;3,2824;3,1928;4,1481;1,4817;3,4277;5,0949;3,9792;0,1667;0,5561;0,5606;0,4825;4,8982;206;206/C/NBP/2012;
20121024;3,2169;3,3018;3,2454;4,1723;1,4779;3,4477;5,1332;4,0310;0,1678;0,5594;0,5619;0,4848;4,9376;207;207/C/NBP/2012;
20121025;3,2299;3,3409;3,2595;4,1901;1,4924;3,4636;5,1819;4,0471;0,1677;0,5618;0,5632;0,4841;4,9748;208;208/C/NBP/2012;
20121026;3,2242;3,3473;3,2500;4,1821;1,4971;3,4574;5,2019;4,0165;0,1678;0,5607;0,5611;0,4821;4,9565;209;209/C/NBP/2012;
20121029;3,2377;3,3554;3,2512;4,1839;1,4844;3,4598;5,2155;4,0692;0,1682;0,5610;0,5611;0,4828;4,9781;210;210/C/NBP/2012;
20121030;3,2492;3,3608;3,2494;4,1930;1,4717;3,4688;5,2123;4,0759;0,1675;0,5621;0,5638;0,4868;4,9921;211;211/C/NBP/2012;
20121031;3,2180;3,3361;3,2190;4,1712;1,4672;3,4531;5,1739;4,0424;0,1670;0,5591;0,5609;0,4850;4,9501;212;212/C/NBP/2012;
20121102;3,2180;3,3345;3,2158;4,1738;1,4707;3,4576;5,1817;4,0315;0,1664;0,5595;0,5642;0,4846;4,9489;213;213/C/NBP/2012;
20121105;3,2285;3,3494;3,2382;4,1581;1,4767;3,4450;5,1970;4,0219;0,1646;0,5574;0,5658;0,4833;4,9316;214;214/C/NBP/2012;
20121106;3,2583;3,3748;3,2674;4,1642;1,4730;3,4522;5,2020;4,0613;0,1646;0,5583;0,5666;0,4856;4,9836;215;215/C/NBP/2012;
20121107;3,2472;3,3881;3,2663;4,1592;1,4733;3,4435;5,1905;4,0473;0,1644;0,5575;0,5670;0,4850;4,9711;216;216/C/NBP/2012;
20121108;3,2633;3,4010;3,2822;4,1634;1,4763;3,4511;5,2156;4,0810;0,1638;0,5581;0,5677;0,4861;4,9998;217;217/C/NBP/2012;
20121109;3,2918;3,4327;3,3071;4,1981;1,4792;3,4806;5,2637;4,1206;0,1648;0,5628;0,5741;0,4920;5,0354;218;218/C/NBP/2012;
20121112;3,3032;3,4311;3,3014;4,1997;1,4820;3,4836;5,2605;4,1655;0,1655;0,5632;0,5748;0,4907;5,0537;219;219/C/NBP/2012;
20121113;3,3091;3,4517;3,3111;4,2087;1,4843;3,4920;5,2536;4,1675;0,1658;0,5644;0,5762;0,4905;5,0438;220;220/C/NBP/2012;
20121114;3,3220;3,4615;3,3163;4,2178;1,4803;3,5018;5,2758;4,1793;0,1658;0,5656;0,5752;0,4897;5,0547;221;221/C/NBP/2012;
20121115;3,3086;3,4433;3,3031;4,2159;1,4793;3,5008;5,2512;4,1212;0,1654;0,5653;0,5756;0,4885;5,0562;222;222/C/NBP/2012;
20121116;3,2854;3,3905;3,2789;4,1970;1,4775;3,4858;5,2072;4,0451;0,1643;0,5627;0,5702;0,4855;5,0173;223;223/C/NBP/2012;
20121119;3,2963;3,4017;3,2916;4,1971;1,4757;3,4852;5,2310;4,0608;0,1644;0,5627;0,5699;0,4854;5,0181;224;224/C/NBP/2012;
20121120;3,2714;3,4071;3,2836;4,1833;1,4779;3,4729;5,2057;4,0282;0,1646;0,5610;0,5686;0,4845;5,0019;225;225/C/NBP/2012;
20121121;3,2575;3,3799;3,2679;4,1701;1,4818;3,4610;5,1841;3,9907;0,1641;0,5591;0,5679;0,4819;4,9723;226;226/C/NBP/2012;
20121122;3,2472;3,3618;3,2561;4,1642;1,4822;3,4579;5,1752;3,9397;0,1634;0,5584;0,5677;0,4829;4,9609;227;227/C/NBP/2012;
20121123;3,2218;3,3457;3,2295;4,1477;1,4850;3,4433;5,1371;3,9094;0,1630;0,5561;0,5660;0,4819;4,9412;228;228/C/NBP/2012;
20121126;3,2129;3,3487;3,2266;4,1592;1,4832;3,4523;5,1367;3,8982;0,1643;0,5577;0,5669;0,4839;4,9550;229;229/C/NBP/2012;
20121127;3,1981;3,3427;3,2165;4,1465;1,4725;3,4432;5,1203;3,8921;0,1639;0,5560;0,5656;0,4839;4,9053;230;230/C/NBP/2012;
20121128;3,1959;3,3430;3,2214;4,1356;1,4762;3,4353;5,1286;3,8865;0,1634;0,5545;0,5615;0,4783;4,8923;231;231/C/NBP/2012;
20121129;3,2199;3,3598;3,2367;4,1521;1,4767;3,4511;5,1441;3,9353;0,1643;0,5566;0,5655;0,4825;4,9296;232;232/C/NBP/2012;
20121130;3,1762;3,3179;3,2024;4,1302;1,4790;3,4299;5,0952;3,8740;0,1639;0,5536;0,5602;0,4773;4,8775;233;233/C/NBP/2012;
20121203;3,1904;3,3244;3,2106;4,1478;1,4766;3,4412;5,1062;3,8674;0,1645;0,5560;0,5624;0,4794;4,9022;234;234/C/NBP/2012;
20121204;3,1902;3,3256;3,2114;4,1612;1,4747;3,4434;5,1281;3,8747;0,1647;0,5578;0,5656;0,4811;4,8969;235;235/C/NBP/2012;
20121205;3,1902;3,3403;3,2132;4,1751;1,4753;3,4424;5,1405;3,8929;0,1653;0,5596;0,5678;0,4834;4,9108;236;236/C/NBP/2012;
20121206;3,1805;3,3298;3,2066;4,1597;1,4716;3,4296;5,1246;3,8755;0,1648;0,5576;0,5652;0,4814;4,9012;237;237/C/NBP/2012;
20121207;3,2091;3,3676;3,2392;4,1733;1,4718;3,4503;5,1673;3,8938;0,1656;0,5595;0,5697;0,4846;4,9109;238;238/C/NBP/2012;
20121210;3,2331;3,3875;3,2692;4,1708;1,4728;3,4515;5,1750;3,9133;0,1655;0,5591;0,5689;0,4842;4,9504;239;239/C/NBP/2012;
20121211;3,2088;3,3689;3,2481;4,1513;1,4660;3,4389;5,1636;3,8999;0,1642;0,5566;0,5658;0,4803;4,9170;240;240/C/NBP/2012;
20121212;3,1735;3,3342;3,2139;4,1241;1,4634;3,4026;5,1105;3,8520;0,1632;0,5529;0,5617;0,4774;4,8720;241;241/C/NBP/2012;
20121213;3,1753;3,3474;3,2210;4,1390;1,4657;3,4181;5,1212;3,8311;0,1640;0,5548;0,5642;0,4776;4,8762;242;242/C/NBP/2012;
20121214;3,1617;3,3349;3,2144;4,1341;1,4585;3,4184;5,0988;3,7867;0,1634;0,5541;0,5633;0,4742;4,8579;243;243/C/NBP/2012;
20121217;3,1558;3,3246;3,2045;4,1303;1,4564;3,4186;5,0875;3,7825;0,1636;0,5536;0,5603;0,4712;4,8535;244;244/C/NBP/2012;
20121218;3,1346;3,3061;3,1856;4,1299;1,4339;3,4183;5,0807;3,7441;0,1637;0,5535;0,5602;0,4721;4,8350;245;245/C/NBP/2012;
20121219;3,1343;3,2980;3,1819;4,1308;1,4316;3,4221;5,0854;3,7327;0,1640;0,5537;0,5589;0,4736;4,8324;246;246/C/NBP/2012;
20121220;3,1005;3,2492;3,1381;4,1187;1,4357;3,4068;5,0462;3,6677;0,1635;0,5521;0,5592;0,4756;4,7854;247;247/C/NBP/2012;
20121221;3,0967;3,2431;3,1301;4,1110;1,4358;3,4039;5,0411;3,6763;0,1631;0,5510;0,5583;0,4761;4,7958;248;248/C/NBP/2012;
20121224;3,1263;3,2559;3,1471;4,1176;1,4289;3,4102;5,0659;3,7177;0,1636;0,5519;0,5608;0,4783;4,8082;249;249/C/NBP/2012;
20121227;3,1108;3,2359;3,1326;4,1103;1,4198;3,4042;5,0359;3,6849;0,1636;0,5510;0,5591;0,4767;4,7997;250;250/C/NBP/2012;
20121228;3,1009;3,2143;3,1238;4,1137;1,4146;3,4033;5,0106;3,6035;0,1640;0,5515;0,5572;0,4775;4,7800;251;251/C/NBP/2012;
20121231;3,1144;3,2353;3,1303;4,1201;1,4191;3,4122;5,0255;3,6213;0,1640;0,5523;0,5585;0,4790;4,8034;252;252/C/NBP/2012;
