data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
20130118;3,1183;3,2856;3,1646;4,1609;1,4201;3,3364;4,9784;3,4876;0,1630;0,5575;0,5603;0,4799;4,8206;13;013/C/NBP/2013;
20130121;3,1525;3,3071;3,1744;4,1996;1,4343;3,3860;5,0151;3,5045;0,1639;0,5628;0,5629;0,4835;4,8430;14;014/C/NBP/2013;
20130122;3,1653;3,3260;3,1886;4,2132;1,4379;3,3935;5,0217;3,5298;0,1645;0,5646;0,5652;0,4847;4,8587;15;015/C/NBP/2013;
20130123;3,1674;3,3450;3,1872;4,2173;1,4335;3,4054;5,0214;3,5644;0,1645;0,5651;0,5670;0,4864;4,8675;16;016/C/NBP/2013;
20130124;3,1578;3,3302;3,1799;4,2104;1,4293;3,4000;5,0132;3,5641;0,1645;0,5642;0,5683;0,4844;4,8549;17;017/C/NBP/2013;
20130125;3,1705;3,3181;3,1654;4,2310;1,4345;3,4067;4,9994;3,5274;0,1654;0,5670;0,5705;0,4863;4,8630;18;018/C/NBP/2013;
20130128;3,1273;3,2649;3,1018;4,2135;1,4161;3,3803;4,9466;3,4380;0,1647;0,5647;0,5665;0,4853;4,8056;19;019/C/NBP/2013;
20130129;3,1532;3,2762;3,1237;4,2461;1,4216;3,3987;4,9564;3,4760;0,1651;0,5691;0,5712;0,4912;4,8515;20;020/C/NBP/2013;
20130130;3,1429;3,2879;3,1272;4,2370;1,4321;3,4099;4,9520;3,4678;0,1654;0,5680;0,5705;0,4917;4,8464;21;021/C/NBP/2013;
20130131;3,1295;3,2584;3,1146;4,2409;1,4329;3,4198;4,9350;3,4324;0,1652;0,5684;0,5707;0,4929;4,8252;22;022/C/NBP/2013;
20130201;3,1275;3,2577;3,1250;4,2454;1,4532;3,4304;4,9431;3,4287;0,1653;0,5690;0,5713;0,4922;4,8292;23;023/C/NBP/2013;
20130204;3,0983;3,2240;3,0999;4,2125;1,4434;3,4214;4,8852;3,3661;0,1642;0,5646;0,5673;0,4895;4,7673;24;024/C/NBP/2013;
20130205;3,1059;3,2384;3,1110;4,2147;1,4372;3,4156;4,8900;3,3465;0,1640;0,5650;0,5682;0,4926;4,7844;25;025/C/NBP/2013;
20130206;3,1109;3,2322;3,1159;4,2111;1,4436;3,4209;4,8898;3,3354;0,1642;0,5646;0,5671;0,4908;4,7848;26;026/C/NBP/2013;
20130207;3,1160;3,2151;3,1261;4,2183;1,4353;3,4221;4,8817;3,3365;0,1660;0,5655;0,5678;0,4907;4,7912;27;027/C/NBP/2013;
20130208;3,1337;3,2339;3,1468;4,2085;1,4368;3,4247;4,9216;3,3495;0,1667;0,5641;0,5684;0,4887;4,7754;28;028/C/NBP/2013;
20130211;3,1425;3,2453;3,1375;4,2067;1,4446;3,4248;4,9615;3,3839;0,1667;0,5639;0,5684;0,4890;4,8219;29;029/C/NBP/2013;
20130212;3,1416;3,2274;3,1182;4,1993;1,4417;3,4178;4,9267;3,3676;0,1664;0,5628;0,5700;0,4904;4,7974;30;030/C/NBP/2013;
20130213;3,1467;3,2365;3,1330;4,2218;1,4534;3,4274;4,9102;3,3690;0,1667;0,5658;0,5713;0,4935;4,8082;31;031/C/NBP/2013;
20130214;3,1198;3,2267;3,1125;4,2056;1,4527;3,4036;4,8595;3,3357;0,1656;0,5636;0,5708;0,4965;4,7816;32;032/C/NBP/2013;
20130215;3,1557;3,2672;3,1512;4,2107;1,4413;3,4254;4,8910;3,3882;0,1661;0,5644;0,5721;0,4985;4,7874;33;033/C/NBP/2013;
20130218;3,1640;3,2657;3,1418;4,2228;1,4452;3,4288;4,9051;3,3873;0,1662;0,5661;0,5707;0,4992;4,8375;34;034/C/NBP/2013;
20130219;3,1714;3,2678;3,1441;4,2314;1,4521;3,4333;4,9105;3,3764;0,1667;0,5673;0,5700;0,4994;4,8473;35;035/C/NBP/2013;
20130220;3,1546;3,2632;3,1150;4,2162;1,4508;3,4177;4,8836;3,3699;0,1659;0,5652;0,5684;0,4987;4,8173;36;036/C/NBP/2013;
20130221;3,1437;3,2367;3,0928;4,2031;1,4428;3,4042;4,8085;3,3554;0,1655;0,5634;0,5677;0,4995;4,7942;37;037/C/NBP/2013;
20130222;3,1848;3,2603;3,1246;4,2020;1,4361;3,4192;4,8469;3,4165;0,1649;0,5633;0,5613;0,4956;4,8348;38;038/C/NBP/2013;
20130225;3,1896;3,2879;3,1119;4,1968;1,4327;3,4206;4,8706;3,4185;0,1646;0,5626;0,5623;0,4960;4,8254;39;039/C/NBP/2013;
20130226;3,1477;3,2392;3,0715;4,1819;1,4241;3,3963;4,7584;3,3470;0,1640;0,5606;0,5594;0,4931;4,7721;40;040/C/NBP/2013;
20130227;3,2064;3,2905;3,1284;4,2064;1,4274;3,4501;4,8754;3,4890;0,1647;0,5642;0,5637;0,4966;4,8662;41;041/C/NBP/2013;
20130228;3,2124;3,2769;3,1277;4,2072;1,4233;3,4547;4,8722;3,5124;0,1641;0,5642;0,5641;0,4987;4,8644;42;042/C/NBP/2013;
20130301;3,2015;3,2811;3,1174;4,1955;1,4199;3,4356;4,8568;3,4671;0,1634;0,5627;0,5611;0,4972;4,8408;43;043/C/NBP/2013;
20130304;3,2210;3,2862;3,1243;4,1829;1,4179;3,4106;4,8385;3,4695;0,1629;0,5610;0,5584;0,4987;4,8506;44;044/C/NBP/2013;
20130305;3,2127;3,2614;3,1255;4,1803;1,4101;3,4122;4,8411;3,4402;0,1629;0,5607;0,5612;0,4988;4,8410;45;045/C/NBP/2013;
20130306;3,1980;3,2734;3,1108;4,1710;1,3963;3,3994;4,8455;3,4322;0,1629;0,5594;0,5610;0,5017;4,8307;46;046/C/NBP/2013;
20130307;3,2153;3,3059;3,1289;4,1869;1,4009;3,4044;4,8487;3,4394;0,1639;0,5616;0,5643;0,5033;4,8461;47;047/C/NBP/2013;
20130308;3,1947;3,2849;3,1052;4,1849;1,4008;3,3919;4,8102;3,3837;0,1642;0,5614;0,5632;0,5045;4,8428;48;048/C/NBP/2013;
20130311;3,2184;3,2922;3,1358;4,1759;1,4007;3,3775;4,8071;3,3478;0,1642;0,5599;0,5614;0,5023;4,8104;49;049/C/NBP/2013;
20130312;3,2176;3,2951;3,1315;4,1843;1,3873;3,3877;4,7936;3,3468;0,1637;0,5612;0,5620;0,5023;4,8334;50;050/C/NBP/2013;
20130313;3,2068;3,3114;3,1242;4,1824;1,3698;3,3894;4,7660;3,3368;0,1633;0,5609;0,5626;0,5043;4,8115;51;051/C/NBP/2013;
20130314;3,2348;3,3292;3,1460;4,1851;1,3735;3,4000;4,8261;3,3657;0,1633;0,5613;0,5622;0,5032;4,8449;52;052/C/NBP/2013;
20130315;3,2339;3,3568;3,1474;4,1907;1,3751;3,3971;4,8549;3,3612;0,1635;0,5620;0,5574;0,5012;4,8521;53;053/C/NBP/2013;
20130318;3,2102;3,3303;3,1413;4,1893;1,3733;3,4116;4,8526;3,3602;0,1638;0,5618;0,5558;0,5019;4,8504;54;054/C/NBP/2013;
20130319;3,2371;3,3612;3,1675;4,1925;1,3683;3,4245;4,8955;3,4047;0,1637;0,5624;0,5583;0,5025;4,8724;55;055/C/NBP/2013;
20130320;3,2444;3,3642;3,1601;4,1966;1,3756;3,4354;4,8974;3,4108;0,1639;0,5629;0,5575;0,5037;4,8699;56;056/C/NBP/2013;
20130321;3,2497;3,3760;3,1654;4,2094;1,3796;3,4437;4,9284;3,4018;0,1638;0,5648;0,5569;0,5043;4,8801;57;057/C/NBP/2013;
20130322;3,2761;3,4204;3,1968;4,2274;1,3839;3,4589;4,9644;3,4415;0,1640;0,5673;0,5606;0,5050;4,9009;58;058/C/NBP/2013;
20130325;3,2507;3,3931;3,1760;4,2178;1,3747;3,4503;4,9447;3,4298;0,1635;0,5659;0,5595;0,5010;4,8997;59;059/C/NBP/2013;
20130326;3,2677;3,4172;3,1955;4,2070;1,3709;3,4465;4,9544;3,4527;0,1632;0,5644;0,5588;0,4998;4,8984;60;060/C/NBP/2013;
20130327;3,2741;3,4345;3,2192;4,2145;1,3901;3,4526;4,9629;3,4721;0,1635;0,5655;0,5622;0,5048;4,9159;61;061/C/NBP/2013;
20130328;3,3055;3,4477;3,2515;4,2218;1,3877;3,4669;4,9954;3,5069;0,1636;0,5664;0,5652;0,5080;4,9472;62;062/C/NBP/2013;
20130329;3,2894;3,4264;3,2365;4,2198;1,3852;3,4652;4,9903;3,4936;0,1636;0,5661;0,5621;0,5050;4,9366;63;063/C/NBP/2013;
20130402;3,2916;3,4273;3,2364;4,2192;1,3863;3,4666;5,0023;3,4992;0,1637;0,5660;0,5640;0,5049;4,9359;64;064/C/NBP/2013;
20130403;3,2977;3,4479;3,2548;4,2294;1,4005;3,4762;4,9904;3,5323;0,1631;0,5673;0,5661;0,5087;4,9450;65;065/C/NBP/2013;
20130404;3,2931;3,4575;3,2521;4,2344;1,4017;3,4838;4,9916;3,5421;0,1639;0,5681;0,5674;0,5075;4,9493;66;066/C/NBP/2013;
20130405;3,2910;3,4281;3,2445;4,2276;1,4038;3,4793;4,9838;3,4367;0,1637;0,5672;0,5673;0,5032;4,9323;67;067/C/NBP/2013;
20130408;3,2389;3,3571;3,1653;4,2099;1,4015;3,4645;4,9549;3,3483;0,1635;0,5648;0,5633;0,5001;4,9117;68;068/C/NBP/2013;
20130409;3,2009;3,3343;3,1392;4,1692;1,4019;3,4270;4,9014;3,2495;0,1620;0,5592;0,5585;0,4980;4,8131;69;069/C/NBP/2013;
20130410;3,1949;3,3462;3,1426;4,1683;1,4003;3,4159;4,8903;3,2312;0,1618;0,5590;0,5577;0,4982;4,8060;70;070/C/NBP/2013;
20130411;3,1732;3,3428;3,1267;4,1497;1,3939;3,4054;4,8597;3,1867;0,1604;0,5565;0,5521;0,4968;4,7739;71;071/C/NBP/2013;
20130412;3,1784;3,3556;3,1442;4,1622;1,3994;3,4146;4,8864;3,2026;0,1605;0,5582;0,5558;0,5003;4,7829;72;072/C/NBP/2013;
20130415;3,1699;3,3379;3,1329;4,1458;1,4055;3,4074;4,8694;3,1996;0,1600;0,5560;0,5544;0,4973;4,7814;73;073/C/NBP/2013;
20130416;3,1699;3,2961;3,1061;4,1476;1,4100;3,4127;4,8566;3,2379;0,1606;0,5563;0,5529;0,4960;4,7789;74;074/C/NBP/2013;
20130417;3,1656;3,2809;3,0966;4,1555;1,4111;3,4165;4,8436;3,2273;0,1604;0,5573;0,5521;0,4962;4,7727;75;075/C/NBP/2013;
20130418;3,1693;3,2743;3,0863;4,1548;1,4107;3,4213;4,8264;3,2359;0,1608;0,5572;0,5490;0,4896;4,7740;76;076/C/NBP/2013;
20130419;3,1830;3,2780;3,1018;4,1556;1,3958;3,4176;4,8656;3,2442;0,1608;0,5574;0,5470;0,4884;4,7934;77;077/C/NBP/2013;
20130422;3,1628;3,2609;3,0834;4,1476;1,3896;3,4052;4,8436;3,1948;0,1603;0,5563;0,5459;0,4870;4,7627;78;078/C/NBP/2013;
20130423;3,1881;3,2661;3,0997;4,1535;1,3858;3,4052;4,8599;3,2029;0,1601;0,5571;0,5450;0,4877;4,7852;79;079/C/NBP/2013;
20130424;3,2103;3,2930;3,1295;4,1794;1,3967;3,4176;4,8985;3,2327;0,1612;0,5607;0,5446;0,4862;4,8296;80;080/C/NBP/2013;
20130425;3,2231;3,3081;3,1395;4,1880;1,3938;3,4020;4,9253;3,2426;0,1616;0,5618;0,5449;0,4871;4,8358;81;081/C/NBP/2013;
20130426;3,2221;3,3203;3,1552;4,1917;1,3917;3,4010;4,9771;3,2400;0,1622;0,5622;0,5483;0,4883;4,8275;82;082/C/NBP/2013;
20130429;3,2280;3,3172;3,1672;4,1991;1,3917;3,4224;4,9971;3,2873;0,1631;0,5632;0,5509;0,4914;4,8592;83;083/C/NBP/2013;
20130430;3,1960;3,3031;3,1503;4,1826;1,3992;3,4059;4,9566;3,2662;0,1627;0,5610;0,5496;0,4891;4,8140;84;084/C/NBP/2013;
20130502;3,1934;3,2979;3,1594;4,1952;1,3986;3,4273;4,9487;3,2719;0,1627;0,5628;0,5517;0,4919;4,8428;85;085/C/NBP/2013;
20130506;3,1807;3,2535;3,1553;4,1900;1,4067;3,4290;4,9530;3,2710;0,1631;0,5620;0,5522;0,4901;4,8368;86;086/C/NBP/2013;
20130507;3,2027;3,2777;3,1747;4,1955;1,4148;3,4164;4,9764;3,2254;0,1633;0,5629;0,5502;0,4908;4,8340;87;087/C/NBP/2013;
20130508;3,1934;3,2462;3,1775;4,1865;1,4153;3,3956;4,9576;3,2237;0,1623;0,5618;0,5479;0,4908;4,8208;88;088/C/NBP/2013;
20130509;3,1751;3,2340;3,1601;4,1792;1,4226;3,3922;4,9300;3,2126;0,1614;0,5608;0,5524;0,4896;4,8032;89;089/C/NBP/2013;
20130510;3,1830;3,2451;3,1727;4,1693;1,4207;3,3824;4,9331;3,2050;0,1616;0,5593;0,5531;0,4886;4,7961;90;090/C/NBP/2013;
20130513;3,2229;3,2229;3,1819;4,1874;1,4306;3,3727;4,9578;3,1718;0,1624;0,5617;0,5554;0,4887;4,8356;91;091/C/NBP/2013;
20130514;3,2338;3,2267;3,2020;4,1995;1,4304;3,3823;4,9643;3,1808;0,1623;0,5634;0,5581;0,4908;4,8521;92;092/C/NBP/2013;
20130515;3,2429;3,2165;3,1927;4,2074;1,4294;3,3873;4,9490;3,1863;0,1626;0,5645;0,5579;0,4879;4,8532;93;093/C/NBP/2013;
20130516;3,2823;3,2511;3,2232;4,2243;1,4457;3,3929;5,0046;3,2154;0,1624;0,5667;0,5611;0,4927;4,8941;94;094/C/NBP/2013;
20130517;3,2693;3,2208;3,2221;4,2235;1,4539;3,4012;4,9988;3,2015;0,1624;0,5667;0,5619;0,4927;4,8850;95;095/C/NBP/2013;
20130520;3,2873;3,1951;3,1914;4,2140;1,4505;3,3775;4,9905;3,1989;0,1620;0,5656;0,5594;0,4913;4,8837;96;096/C/NBP/2013;
20130521;3,2845;3,2090;3,1925;4,2202;1,4537;3,3852;4,9925;3,2033;0,1614;0,5663;0,5628;0,4931;4,8948;97;097/C/NBP/2013;
20130522;3,2865;3,2095;3,1933;4,2271;1,4572;3,3849;4,9724;3,1967;0,1621;0,5672;0,5645;0,4936;4,8960;98;098/C/NBP/2013;
20130523;3,2517;3,1824;3,1647;4,2197;1,4621;3,3477;4,9234;3,1642;0,1617;0,5661;0,5640;0,4938;4,8719;99;099/C/NBP/2013;
20130524;3,2881;3,1881;3,1817;4,2445;1,4548;3,4012;4,9580;3,2362;0,1624;0,5694;0,5633;0,4934;4,9123;100;100/C/NBP/2013;
20130527;3,2710;3,1667;3,1664;4,2380;1,4648;3,4064;4,9471;3,2393;0,1635;0,5685;0,5626;0,4937;4,8972;101;101/C/NBP/2013;
20130528;3,2749;3,1532;3,1708;4,2380;1,4654;3,4011;4,9477;3,2425;0,1634;0,5686;0,5610;0,4932;4,8972;102;102/C/NBP/2013;
20130529;3,2735;3,1662;3,1639;4,2244;1,4754;3,3732;4,9431;3,1993;0,1630;0,5668;0,5594;0,4925;4,8757;103;103/C/NBP/2013;
20130531;3,3041;3,1798;3,1870;4,2789;1,4759;3,4318;4,9955;3,2668;0,1650;0,5740;0,5631;0,4975;4,9385;104;104/C/NBP/2013;
20130603;3,3283;3,1946;3,2194;4,3331;1,4610;3,4915;5,0683;3,3144;0,1683;0,5813;0,5685;0,5039;5,0106;105;105/C/NBP/2013;
20130604;3,3206;3,2076;3,2126;4,3141;1,4605;3,4606;5,0712;3,3254;0,1679;0,5787;0,5670;0,5036;4,9760;106;106/C/NBP/2013;
20130605;3,2707;3,1591;3,1659;4,2725;1,4597;3,4425;5,0012;3,2628;0,1655;0,5732;0,5623;0,4988;4,9091;107;107/C/NBP/2013;
20130606;3,2803;3,1333;3,1670;4,2893;1,4530;3,4662;5,0334;3,2923;0,1665;0,5754;0,5634;0,4971;4,9387;108;108/C/NBP/2013;
20130607;3,3136;3,1400;3,1998;4,3621;1,4593;3,5319;5,1207;3,3420;0,1695;0,5852;0,5716;0,5029;5,0154;109;109/C/NBP/2013;
20130610;3,2682;3,0906;3,2025;4,3120;1,4579;3,4942;5,0613;3,3613;0,1685;0,5783;0,5655;0,4964;4,9426;110;110/C/NBP/2013;
20130611;3,2687;3,0812;3,2040;4,3125;1,4426;3,4792;5,0747;3,3004;0,1676;0,5784;0,5663;0,4949;4,9432;111;111/C/NBP/2013;
20130612;3,2575;3,0559;3,1954;4,3226;1,4452;3,5150;5,0800;3,3640;0,1686;0,5796;0,5622;0,4935;4,9452;112;112/C/NBP/2013;
20130613;3,2266;3,0715;3,1675;4,2969;1,4508;3,4911;5,0582;3,3545;0,1676;0,5762;0,5602;0,4945;4,9218;113;113/C/NBP/2013;
20130614;3,2237;3,0860;3,1686;4,2888;1,4623;3,4892;5,0530;3,4147;0,1670;0,5751;0,5585;0,4948;4,9152;114;114/C/NBP/2013;
20130617;3,2029;3,0845;3,1503;4,2678;1,4707;3,4669;5,0203;3,3699;0,1658;0,5722;0,5589;0,4959;4,8905;115;115/C/NBP/2013;
20130618;3,1944;3,0644;3,1424;4,2652;1,4705;3,4605;5,0309;3,3721;0,1668;0,5719;0,5587;0,4953;4,8809;116;116/C/NBP/2013;
20130619;3,2089;3,0377;3,1433;4,2950;1,4609;3,4877;5,0047;3,3579;0,1675;0,5758;0,5580;0,4954;4,9016;117;117/C/NBP/2013;
20130620;3,2119;3,0519;3,1486;4,3010;1,4648;3,4892;5,0289;3,3787;0,1676;0,5766;0,5610;0,5022;4,8997;118;118/C/NBP/2013;
20130621;3,3133;3,0409;3,1986;4,3684;1,4643;3,5543;5,1218;3,3810;0,1695;0,5857;0,5547;0,5039;5,0082;119;119/C/NBP/2013;
20130624;3,3250;3,0561;3,1773;4,3773;1,4631;3,5673;5,1287;3,4041;0,1693;0,5869;0,5528;0,5007;5,0304;120;120/C/NBP/2013;
20130625;3,3441;3,0901;3,1719;4,3789;1,4647;3,5819;5,1501;3,4340;0,1694;0,5870;0,5440;0,4933;5,0473;121;121/C/NBP/2013;
20130626;3,3355;3,0852;3,1688;4,3645;1,4706;3,5523;5,1447;3,4118;0,1692;0,5852;0,5462;0,4968;5,0308;122;122/C/NBP/2013;
20130627;3,3580;3,1365;3,2083;4,3777;1,4787;3,5727;5,1667;3,4446;0,1693;0,5869;0,5544;0,5030;5,0592;123;123/C/NBP/2013;
20130628;3,3471;3,1173;3,1963;4,3619;1,4736;3,5386;5,1046;3,4051;0,1674;0,5848;0,5546;0,4984;5,0332;124;124/C/NBP/2013;
20130701;3,3682;3,0841;3,2017;4,3879;1,4849;3,5664;5,1234;3,3991;0,1694;0,5883;0,5542;0,4993;5,0454;125;125/C/NBP/2013;
20130702;3,3636;3,0881;3,1940;4,3809;1,4866;3,5450;5,1148;3,3685;0,1685;0,5873;0,5525;0,5030;5,0479;126;126/C/NBP/2013;
20130703;3,3664;3,0857;3,1889;4,3784;1,4931;3,5390;5,1027;3,3549;0,1684;0,5869;0,5534;0,5032;5,0490;127;127/C/NBP/2013;
20130704;3,3686;3,0605;3,1984;4,3782;1,4867;3,5539;5,1512;3,3840;0,1682;0,5869;0,5522;0,5031;5,0640;128;128/C/NBP/2013;
20130705;3,3398;3,0598;3,1824;4,3130;1,4725;3,4907;5,0374;3,3391;0,1671;0,5781;0,5452;0,4985;4,9886;129;129/C/NBP/2013;
20130708;3,3887;3,0747;3,2018;4,3484;1,4705;3,5211;5,0444;3,3558;0,1677;0,5830;0,5461;0,5005;5,0294;130;130/C/NBP/2013;
20130709;3,3752;3,0773;3,1975;4,3440;1,4754;3,5010;5,0389;3,3407;0,1675;0,5824;0,5474;0,4962;5,0326;131;131/C/NBP/2013;
20130710;3,3972;3,1171;3,2261;4,3662;1,4886;3,5063;5,0523;3,3567;0,1684;0,5853;0,5519;0,5011;5,0551;132;132/C/NBP/2013;
20130711;3,4069;3,1239;3,2389;4,3712;1,4873;3,5123;5,0813;3,3919;0,1688;0,5861;0,5554;0,5035;5,0780;133;133/C/NBP/2013;
20130712;3,3608;3,0831;3,2247;4,3778;1,4974;3,5289;5,0696;3,3880;0,1686;0,5870;0,5521;0,5027;5,0405;134;134/C/NBP/2013;
20130715;3,3366;3,0267;3,2131;4,3499;1,4876;3,5220;5,0427;3,3724;0,1675;0,5833;0,5493;0,4989;5,0101;135;135/C/NBP/2013;
20130716;3,3177;3,0170;3,1894;4,3282;1,4843;3,4919;5,0086;3,3216;0,1663;0,5804;0,5458;0,4960;4,9856;136;136/C/NBP/2013;
20130717;3,2724;3,0139;3,1369;4,2931;1,4676;3,4708;4,9391;3,2891;0,1653;0,5757;0,5442;0,4940;4,9224;137;137/C/NBP/2013;
20130718;3,2633;3,0155;3,1352;4,2873;1,4646;3,4739;4,9651;3,2824;0,1654;0,5749;0,5445;0,4963;4,9168;138;138/C/NBP/2013;
20130719;3,2782;3,0022;3,1462;4,2875;1,4559;3,4664;4,9810;3,2657;0,1654;0,5750;0,5455;0,4964;4,9248;139;139/C/NBP/2013;
20130722;3,2682;3,0104;3,1473;4,2897;1,4497;3,4716;4,9892;3,2631;0,1652;0,5752;0,5462;0,4988;4,9180;140;140/C/NBP/2013;
20130723;3,2293;2,9874;3,1176;4,2625;1,4478;3,4499;4,9610;3,2421;0,1640;0,5716;0,5449;0,4976;4,8852;141;141/C/NBP/2013;
20130724;3,2326;2,9844;3,1346;4,2614;1,4405;3,4418;4,9606;3,2336;0,1639;0,5714;0,5463;0,4985;4,8774;142;142/C/NBP/2013;
20130725;3,2244;2,9675;3,1329;4,2614;1,4426;3,4426;4,9436;3,2141;0,1644;0,5714;0,5455;0,4974;4,8617;143;143/C/NBP/2013;
20130726;3,2374;2,9711;3,1466;4,2812;1,4435;3,4650;4,9619;3,2448;0,1651;0,5742;0,5455;0,4968;4,8939;144;144/C/NBP/2013;
20130729;3,2231;2,9868;3,1371;4,2824;1,4422;3,4761;4,9630;3,2858;0,1651;0,5744;0,5456;0,4982;4,8932;145;145/C/NBP/2013;
20130730;3,2163;2,9698;3,1304;4,2603;1,4262;3,4510;4,9331;3,2813;0,1646;0,5715;0,5413;0,4957;4,8690;146;146/C/NBP/2013;
20130731;3,2224;2,9257;3,1368;4,2763;1,4264;3,4675;4,9232;3,2814;0,1655;0,5736;0,5431;0,4923;4,8762;147;147/C/NBP/2013;
20130801;3,2465;2,9072;3,1475;4,2928;1,4299;3,4784;4,9140;3,3010;0,1658;0,5759;0,5455;0,4928;4,8935;148;148/C/NBP/2013;
20130802;3,2410;2,8928;3,1404;4,2876;1,4325;3,4753;4,9178;3,2680;0,1650;0,5751;0,5456;0,4926;4,8930;149;149/C/NBP/2013;
20130805;3,2284;2,8762;3,1125;4,2839;1,4325;3,4682;4,9217;3,2558;0,1651;0,5746;0,5431;0,4878;4,8921;150;150/C/NBP/2013;
20130806;3,2146;2,8615;3,0902;4,2564;1,4245;3,4498;4,9290;3,2598;0,1642;0,5710;0,5416;0,4863;4,8626;151;151/C/NBP/2013;
20130807;3,1936;2,8602;3,0757;4,2459;1,4185;3,4446;4,9023;3,2530;0,1637;0,5694;0,5390;0,4867;4,8443;152;152/C/NBP/2013;
20130808;3,2012;2,8742;3,0768;4,2590;1,4202;3,4632;4,9612;3,3096;0,1639;0,5711;0,5392;0,4884;4,8598;153;153/C/NBP/2013;
20130809;3,1674;2,8790;3,0499;4,2351;1,4212;3,4396;4,9177;3,2952;0,1637;0,5679;0,5365;0,4884;4,8325;154;154/C/NBP/2013;
20130812;3,1636;2,9040;3,0655;4,2255;1,4220;3,4336;4,9094;3,2811;0,1631;0,5664;0,5400;0,4865;4,8139;155;155/C/NBP/2013;
20130813;3,1864;2,9236;3,0922;4,2329;1,4257;3,4341;4,9300;3,2967;0,1637;0,5674;0,5421;0,4874;4,8431;156;156/C/NBP/2013;
20130814;3,1991;2,9108;3,0938;4,2395;1,4185;3,4269;4,9377;3,2610;0,1639;0,5683;0,5431;0,4890;4,8402;157;157/C/NBP/2013;
20130816;3,2057;2,9288;3,1029;4,2501;1,4191;3,4254;4,9770;3,2665;0,1648;0,5698;0,5441;0,4919;4,8634;158;158/C/NBP/2013;
20130819;3,1982;2,9312;3,0985;4,2652;1,4246;3,4496;4,9994;3,2806;0,1651;0,5719;0,5410;0,4907;4,8697;159;159/C/NBP/2013;
20130820;3,2147;2,9420;3,1126;4,2905;1,4273;3,4742;5,0293;3,2776;0,1660;0,5753;0,5440;0,4932;4,8946;160;160/C/NBP/2013;
20130821;3,1782;2,8889;3,0587;4,2716;1,4267;3,4695;4,9844;3,2742;0,1657;0,5728;0,5348;0,4911;4,8622;161;161/C/NBP/2013;
20130822;3,2031;2,8869;3,0681;4,2854;1,4289;3,4820;5,0227;3,2787;0,1663;0,5746;0,5307;0,4902;4,8807;162;162/C/NBP/2013;
20130823;3,2127;2,9016;3,0580;4,2859;1,4308;3,4706;5,0110;3,2606;0,1667;0,5746;0,5280;0,4935;4,8854;163;163/C/NBP/2013;
20130826;3,1973;2,8786;3,0334;4,2738;1,4315;3,4605;4,9768;3,2327;0,1665;0,5730;0,5285;0,4912;4,8656;164;164/C/NBP/2013;
20130827;3,1882;2,8849;3,0328;4,2678;1,4331;3,4559;4,9683;3,2394;0,1663;0,5722;0,5291;0,4900;4,8587;165;165/C/NBP/2013;
