Data;1USDdolar amerykañski;1AUDdolar australijski;1CADdolar kanadyjski;1EUReuro;100HUFforint (Wêgry);1CHFfrank szwajcarski;1GBPfunt szterling;100JPYjen (Japonia);1CZKkorona czeska;1DKKkorona duñska;1NOKkorona norweska;1SEKkorona szwedzka;1XDRSDR (MFW);Nr tabeli;Pe³ny numer tabeli;
20121010;3,1216;3,1902;3,1967;4,0337;1,4246;3,3319;4,9989;3,9866;0,1613;0,5408;0,5459;0,4686;4,7931;197;197/C/NBP/2012;
20121011;3,1462;3,2214;3,2128;4,0530;1,4358;3,3481;5,0391;4,0172;0,1628;0,5434;0,5484;0,4709;4,8307;198;198/C/NBP/2012;
20121012;3,1304;3,2158;3,2009;4,0511;1,4391;3,3503;5,0245;3,9867;0,1629;0,5432;0,5484;0,4677;4,8254;199;199/C/NBP/2012;
20121015;3,1262;3,2024;3,1957;4,0585;1,4443;3,3568;5,0282;3,9859;0,1623;0,5442;0,5494;0,4681;4,8225;200;200/C/NBP/2012;
20121016;3,1279;3,1991;3,1965;4,0487;1,4514;3,3493;5,0192;3,9713;0,1624;0,5428;0,5471;0,4679;4,8075;201;201/C/NBP/2012;
20121017;3,1011;3,1871;3,1483;4,0503;1,4594;3,3495;5,0025;3,9327;0,1629;0,5430;0,5475;0,4687;4,7891;202;202/C/NBP/2012;
20121018;3,1012;3,2139;3,1565;4,0710;1,4601;3,3623;5,0150;3,9411;0,1641;0,5458;0,5500;0,4701;4,8031;203;203/C/NBP/2012;
20121019;3,0983;3,2147;3,1601;4,0607;1,4600;3,3585;5,0015;3,9058;0,1637;0,5444;0,5509;0,4731;4,7870;204;204/C/NBP/2012;
20121022;3,1147;3,2224;3,1453;4,0637;1,4555;3,3624;5,0008;3,9266;0,1635;0,5448;0,5502;0,4739;4,8103;205;205/C/NBP/2012;
20121023;3,1139;3,2174;3,1296;4,0659;1,4523;3,3599;4,9941;3,9004;0,1633;0,5451;0,5494;0,4729;4,8012;206;206/C/NBP/2012;
20121024;3,1531;3,2364;3,1812;4,0897;1,4487;3,3795;5,0316;3,9512;0,1644;0,5484;0,5507;0,4752;4,8398;207;207/C/NBP/2012;
20121025;3,1659;3,2747;3,1949;4,1071;1,4628;3,3950;5,0793;3,9669;0,1643;0,5506;0,5520;0,4745;4,8762;208;208/C/NBP/2012;
20121026;3,1604;3,2811;3,1856;4,0993;1,4675;3,3890;5,0989;3,9369;0,1644;0,5495;0,5499;0,4725;4,8583;209;209/C/NBP/2012;
20121029;3,1735;3,2890;3,1868;4,1011;1,4550;3,3912;5,1123;3,9886;0,1648;0,5498;0,5499;0,4732;4,8795;210;210/C/NBP/2012;
20121030;3,1848;3,2942;3,1850;4,1100;1,4425;3,4002;5,1091;3,9951;0,1641;0,5509;0,5526;0,4772;4,8933;211;211/C/NBP/2012;
20121031;3,1542;3,2701;3,1552;4,0886;1,4382;3,3847;5,0715;3,9624;0,1636;0,5481;0,5497;0,4754;4,8521;212;212/C/NBP/2012;
20121102;3,1542;3,2685;3,1522;4,0912;1,4415;3,3892;5,0791;3,9517;0,1632;0,5485;0,5530;0,4750;4,8509;213;213/C/NBP/2012;
20121105;3,1645;3,2830;3,1740;4,0757;1,4475;3,3768;5,0940;3,9423;0,1614;0,5464;0,5546;0,4737;4,8340;214;214/C/NBP/2012;
20121106;3,1937;3,3080;3,2026;4,0818;1,4438;3,3838;5,0990;3,9809;0,1614;0,5473;0,5554;0,4760;4,8850;215;215/C/NBP/2012;
20121107;3,1828;3,3211;3,2017;4,0768;1,4441;3,3753;5,0877;3,9671;0,1612;0,5465;0,5558;0,4754;4,8727;216;216/C/NBP/2012;
20121108;3,1987;3,3336;3,2172;4,0810;1,4471;3,3827;5,1124;4,0002;0,1606;0,5471;0,5565;0,4765;4,9008;217;217/C/NBP/2012;
20121109;3,2266;3,3647;3,2417;4,1149;1,4500;3,4116;5,1595;4,0390;0,1616;0,5516;0,5627;0,4822;4,9356;218;218/C/NBP/2012;
20121112;3,2378;3,3631;3,2360;4,1165;1,4526;3,4146;5,1563;4,0831;0,1623;0,5520;0,5634;0,4809;4,9537;219;219/C/NBP/2012;
20121113;3,2435;3,3833;3,2455;4,1253;1,4549;3,4228;5,1496;4,0849;0,1626;0,5532;0,5648;0,4807;4,9440;220;220/C/NBP/2012;
20121114;3,2562;3,3929;3,2507;4,1342;1,4509;3,4324;5,1714;4,0965;0,1626;0,5544;0,5638;0,4801;4,9547;221;221/C/NBP/2012;
20121115;3,2430;3,3751;3,2377;4,1325;1,4501;3,4314;5,1472;4,0396;0,1622;0,5541;0,5642;0,4789;4,9560;222;222/C/NBP/2012;
20121116;3,2204;3,3233;3,2139;4,1138;1,4483;3,4168;5,1040;3,9649;0,1611;0,5515;0,5590;0,4759;4,9179;223;223/C/NBP/2012;
20121119;3,2311;3,3343;3,2264;4,1139;1,4465;3,4162;5,1274;3,9804;0,1612;0,5515;0,5587;0,4758;4,9187;224;224/C/NBP/2012;
20121120;3,2066;3,3397;3,2186;4,1005;1,4487;3,4041;5,1027;3,9484;0,1614;0,5498;0,5574;0,4749;4,9029;225;225/C/NBP/2012;
20121121;3,1929;3,3129;3,2031;4,0875;1,4524;3,3924;5,0815;3,9117;0,1609;0,5481;0,5567;0,4723;4,8739;226;226/C/NBP/2012;
20121122;3,1828;3,2952;3,1917;4,0818;1,4528;3,3895;5,0728;3,8617;0,1602;0,5474;0,5565;0,4733;4,8627;227;227/C/NBP/2012;
20121123;3,1580;3,2795;3,1655;4,0655;1,4556;3,3751;5,0353;3,8320;0,1598;0,5451;0,5548;0,4723;4,8434;228;228/C/NBP/2012;
20121126;3,1493;3,2823;3,1628;4,0768;1,4538;3,3839;5,0349;3,8210;0,1611;0,5467;0,5557;0,4743;4,8568;229;229/C/NBP/2012;
20121127;3,1347;3,2765;3,1529;4,0643;1,4433;3,3750;5,0189;3,8151;0,1607;0,5450;0,5544;0,4743;4,8081;230;230/C/NBP/2012;
20121128;3,1327;3,2768;3,1576;4,0538;1,4470;3,3673;5,0270;3,8095;0,1602;0,5435;0,5503;0,4689;4,7955;231;231/C/NBP/2012;
20121129;3,1561;3,2932;3,1727;4,0699;1,4475;3,3827;5,0423;3,8573;0,1611;0,5456;0,5543;0,4729;4,8320;232;232/C/NBP/2012;
20121130;3,1134;3,2521;3,1390;4,0484;1,4498;3,3619;4,9944;3,7972;0,1607;0,5426;0,5492;0,4679;4,7809;233;233/C/NBP/2012;
20121203;3,1272;3,2586;3,1470;4,0656;1,4474;3,3730;5,0050;3,7908;0,1613;0,5450;0,5512;0,4700;4,8052;234;234/C/NBP/2012;
20121204;3,1270;3,2598;3,1478;4,0788;1,4455;3,3752;5,0265;3,7979;0,1615;0,5468;0,5544;0,4715;4,7999;235;235/C/NBP/2012;
20121205;3,1270;3,2741;3,1496;4,0925;1,4461;3,3742;5,0387;3,8159;0,1621;0,5486;0,5566;0,4738;4,8136;236;236/C/NBP/2012;
20121206;3,1175;3,2638;3,1432;4,0773;1,4424;3,3616;5,0232;3,7987;0,1616;0,5466;0,5540;0,4718;4,8042;237;237/C/NBP/2012;
20121207;3,1455;3,3010;3,1750;4,0907;1,4426;3,3819;5,0649;3,8166;0,1624;0,5485;0,5585;0,4750;4,8137;238;238/C/NBP/2012;
20121210;3,1691;3,3205;3,2044;4,0882;1,4436;3,3831;5,0726;3,8359;0,1623;0,5481;0,5577;0,4746;4,8524;239;239/C/NBP/2012;
20121211;3,1452;3,3021;3,1837;4,0691;1,4370;3,3709;5,0614;3,8227;0,1610;0,5456;0,5546;0,4707;4,8196;240;240/C/NBP/2012;
20121212;3,1107;3,2682;3,1503;4,0425;1,4344;3,3352;5,0093;3,7758;0,1600;0,5419;0,5505;0,4680;4,7756;241;241/C/NBP/2012;
20121213;3,1125;3,2812;3,1572;4,0570;1,4367;3,3505;5,0198;3,7553;0,1608;0,5438;0,5530;0,4682;4,7796;242;242/C/NBP/2012;
20121214;3,0991;3,2689;3,1508;4,0523;1,4297;3,3508;4,9978;3,7117;0,1602;0,5431;0,5521;0,4648;4,7617;243;243/C/NBP/2012;
20121217;3,0934;3,2588;3,1411;4,0485;1,4276;3,3510;4,9867;3,7075;0,1604;0,5426;0,5493;0,4618;4,7573;244;244/C/NBP/2012;
20121218;3,0726;3,2407;3,1226;4,0481;1,4055;3,3507;4,9801;3,6699;0,1605;0,5425;0,5492;0,4627;4,7392;245;245/C/NBP/2012;
20121219;3,0723;3,2326;3,1189;4,0490;1,4032;3,3543;4,9846;3,6587;0,1608;0,5427;0,5479;0,4642;4,7368;246;246/C/NBP/2012;
20121220;3,0391;3,1848;3,0759;4,0371;1,4073;3,3394;4,9462;3,5951;0,1603;0,5411;0,5482;0,4662;4,6906;247;247/C/NBP/2012;
20121221;3,0353;3,1789;3,0681;4,0296;1,4074;3,3365;4,9413;3,6035;0,1599;0,5400;0,5473;0,4667;4,7008;248;248/C/NBP/2012;
20121224;3,0643;3,1915;3,0847;4,0360;1,4007;3,3426;4,9655;3,6441;0,1604;0,5409;0,5496;0,4689;4,7130;249;249/C/NBP/2012;
20121227;3,0492;3,1719;3,0706;4,0289;1,3916;3,3368;4,9361;3,6119;0,1604;0,5400;0,5481;0,4673;4,7047;250;250/C/NBP/2012;
20121228;3,0395;3,1507;3,0620;4,0323;1,3866;3,3359;4,9114;3,5321;0,1608;0,5405;0,5462;0,4681;4,6854;251;251/C/NBP/2012;
20121231;3,0528;3,1713;3,0683;4,0385;1,3909;3,3446;4,9259;3,5495;0,1608;0,5413;0,5475;0,4696;4,7082;252;252/C/NBP/2012;
