data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
20140515;3,0244;2,8432;2,7745;4,1476;1,3637;3,3997;5,0750;2,9727;0,1512;0,5556;0,5107;0,4613;4,6769;93;093/C/NBP/2014;
20140516;3,0304;2,8324;2,7864;4,1428;1,3638;3,3932;5,0843;2,9801;0,1509;0,5550;0,5098;0,4611;4,6779;94;094/C/NBP/2014;
20140519;3,0259;2,8344;2,7809;4,1491;1,3596;3,3973;5,0928;2,9792;0,1512;0,5558;0,5091;0,4605;4,6804;95;095/C/NBP/2014;
20140520;3,0258;2,8301;2,7816;4,1476;1,3585;3,3914;5,0894;2,9892;0,1510;0,5557;0,5099;0,4590;4,6787;96;096/C/NBP/2014;
20140521;3,0258;2,8000;2,7748;4,1452;1,3588;3,3931;5,0955;2,9889;0,1509;0,5553;0,5092;0,4592;4,6761;97;097/C/NBP/2014;
20140522;3,0291;2,7912;2,7705;4,1383;1,3630;3,3858;5,1143;2,9865;0,1507;0,5544;0,5089;0,4603;4,6682;98;098/C/NBP/2014;
20140523;3,0246;2,7938;2,7727;4,1286;1,3595;3,3798;5,1008;2,9751;0,1504;0,5531;0,5085;0,4590;4,6573;99;099/C/NBP/2014;
20140526;3,0198;2,7894;2,7754;4,1169;1,3595;3,3713;5,0838;2,9640;0,1502;0,5515;0,5066;0,4544;4,6441;100;100/C/NBP/2014;
20140527;3,0190;2,7888;2,7785;4,1184;1,3592;3,3731;5,0832;2,9630;0,1502;0,5518;0,5065;0,4559;4,6458;101;101/C/NBP/2014;
20140528;3,0196;2,7945;2,7824;4,1179;1,3565;3,3689;5,0772;2,9610;0,1501;0,5517;0,5069;0,4557;4,6453;102;102/C/NBP/2014;
20140529;3,0256;2,7925;2,7863;4,1154;1,3523;3,3679;5,0580;2,9737;0,1497;0,5514;0,5079;0,4556;4,6600;103;103/C/NBP/2014;
20140530;3,0162;2,7992;2,7767;4,1025;1,3573;3,3604;5,0411;2,9657;0,1494;0,5496;0,5059;0,4541;4,6454;104;104/C/NBP/2014;
20140602;3,0086;2,7956;2,7733;4,0976;1,3528;3,3562;5,0376;2,9551;0,1491;0,5491;0,5028;0,4510;4,6389;105;105/C/NBP/2014;
20140603;3,0132;2,7847;2,7646;4,1026;1,3514;3,3585;5,0502;2,9475;0,1493;0,5496;0,5025;0,4511;4,6446;106;106/C/NBP/2014;
20140604;3,0121;2,7864;2,7590;4,1070;1,3456;3,3625;5,0451;2,9406;0,1496;0,5502;0,5015;0,4513;4,6338;107;107/C/NBP/2014;
20140605;3,0075;2,7881;2,7518;4,0949;1,3423;3,3550;5,0374;2,9309;0,1492;0,5487;0,5016;0,4515;4,6272;108;108/C/NBP/2014;
20140606;3,0049;2,7962;2,7451;4,0808;1,3427;3,3477;5,0418;2,9282;0,1486;0,5469;0,5005;0,4502;4,6315;109;109/C/NBP/2014;
20140609;2,9853;2,7840;2,7287;4,0699;1,3437;3,3380;5,0122;2,9107;0,1482;0,5454;0,5003;0,4494;4,5985;110;110/C/NBP/2014;
20140610;2,9895;2,7920;2,7366;4,0607;1,3369;3,3301;5,0184;2,9151;0,1479;0,5442;0,5010;0,4474;4,5882;111;111/C/NBP/2014;
20140611;3,0013;2,8124;2,7525;4,0676;1,3349;3,3381;5,0327;2,9347;0,1482;0,5452;0,5026;0,4486;4,6163;112;112/C/NBP/2014;
20140612;3,0099;2,8262;2,7679;4,0752;1,3327;3,3476;5,0518;2,9508;0,1485;0,5462;0,5025;0,4505;4,6245;113;113/C/NBP/2014;
20140613;3,0018;2,8284;2,7649;4,0650;1,3298;3,3391;5,0513;2,9449;0,1483;0,5449;0,5009;0,4488;4,6193;114;114/C/NBP/2014;
20140616;3,0145;2,8299;2,7760;4,0816;1,3311;3,3522;5,1113;2,9546;0,1488;0,5472;0,5023;0,4529;4,6381;115;115/C/NBP/2014;
20140617;3,0195;2,8364;2,7828;4,0945;1,3340;3,3628;5,1307;2,9654;0,1492;0,5491;0,5040;0,4551;4,6597;116;116/C/NBP/2014;
20140618;3,0256;2,8254;2,7848;4,0976;1,3323;3,3617;5,1317;2,9615;0,1494;0,5494;0,5042;0,4553;4,6539;117;117/C/NBP/2014;
20140620;3,0185;2,8203;2,7777;4,0985;1,3342;3,3648;5,1183;2,9562;0,1492;0,5496;0,5011;0,4546;4,6546;118;118/C/NBP/2014;
20140623;3,0190;2,8370;2,7890;4,1091;1,3428;3,3768;5,1502;2,9600;0,1496;0,5511;0,4910;0,4494;4,6583;119;119/C/NBP/2014;
20140624;3,0313;2,8561;2,8210;4,1179;1,3491;3,3850;5,1557;2,9740;0,1500;0,5524;0,4948;0,4519;4,6718;120;120/C/NBP/2014;
20140625;3,0215;2,8345;2,8135;4,1124;1,3442;3,3804;5,1305;2,9628;0,1499;0,5516;0,4943;0,4494;4,6614;121;121/C/NBP/2014;
20140626;3,0141;2,8294;2,8107;4,1100;1,3392;3,3794;5,1225;2,9622;0,1499;0,5513;0,4907;0,4477;4,6565;122;122/C/NBP/2014;
20140627;3,0253;2,8446;2,8238;4,1103;1,3303;3,3799;5,1455;2,9786;0,1497;0,5512;0,4915;0,4478;4,6638;123;123/C/NBP/2014;
20140630;3,0179;2,8405;2,8252;4,1139;1,3300;3,3847;5,1347;2,9760;0,1499;0,5518;0,4906;0,4472;4,6679;124;124/C/NBP/2014;
20140701;3,0116;2,8308;2,8195;4,1148;1,3299;3,3860;5,1358;2,9696;0,1499;0,5519;0,4900;0,4490;4,6575;125;125/C/NBP/2014;
20140702;3,0110;2,8552;2,8251;4,1214;1,3242;3,3946;5,1639;2,9661;0,1502;0,5527;0,4888;0,4500;4,6620;126;126/C/NBP/2014;
20140703;3,0106;2,8402;2,8235;4,1111;1,3177;3,3868;5,1659;2,9588;0,1499;0,5513;0,4872;0,4488;4,6593;127;127/C/NBP/2014;
20140704;3,0109;2,8120;2,8212;4,0966;1,3176;3,3685;5,1646;2,9450;0,1493;0,5494;0,4846;0,4401;4,6426;128;128/C/NBP/2014;
20140707;3,0195;2,8236;2,8385;4,1030;1,3224;3,3733;5,1789;2,9578;0,1495;0,5502;0,4882;0,4409;4,6498;129;129/C/NBP/2014;
20140708;3,0162;2,8263;2,8335;4,1007;1,3242;3,3727;5,1642;2,9611;0,1495;0,5499;0,4890;0,4408;4,6473;130;130/C/NBP/2014;
20140709;3,0076;2,8302;2,8168;4,0942;1,3234;3,3698;5,1500;2,9620;0,1492;0,5492;0,4872;0,4407;4,6519;131;131/C/NBP/2014;
20140710;3,0027;2,8211;2,8156;4,0890;1,3183;3,3635;5,1405;2,9533;0,1491;0,5485;0,4867;0,4418;4,6435;132;132/C/NBP/2014;
20140711;3,0154;2,8266;2,8261;4,1014;1,3212;3,3784;5,1631;2,9797;0,1494;0,5501;0,4889;0,4448;4,6586;133;133/C/NBP/2014;
20140714;3,0146;2,8355;2,8164;4,1018;1,3226;3,3789;5,1598;2,9762;0,1495;0,5501;0,4889;0,4442;4,6590;134;134/C/NBP/2014;
20140715;3,0108;2,8283;2,8048;4,1006;1,3246;3,3761;5,1422;2,9643;0,1495;0,5499;0,4877;0,4432;4,6507;135;135/C/NBP/2014;
20140716;3,0078;2,8235;2,8048;4,0928;1,3240;3,3698;5,1689;2,9638;0,1492;0,5489;0,4845;0,4421;4,6453;136;136/C/NBP/2014;
20140717;3,0250;2,8307;2,8103;4,0929;1,3231;3,3672;5,1851;2,9746;0,1491;0,5489;0,4876;0,4423;4,6626;137;137/C/NBP/2014;
20140718;3,0299;2,8420;2,8195;4,0993;1,3215;3,3747;5,1827;2,9845;0,1494;0,5497;0,4895;0,4441;4,6718;138;138/C/NBP/2014;
20140721;3,0393;2,8492;2,8312;4,1055;1,3248;3,3805;5,1844;2,9975;0,1496;0,5506;0,4913;0,4446;4,6781;139;139/C/NBP/2014;
20140722;3,0393;2,8508;2,8274;4,1080;1,3271;3,3826;5,1846;2,9997;0,1495;0,5509;0,4888;0,4433;4,6830;140;140/C/NBP/2014;
20140723;3,0439;2,8620;2,8347;4,0991;1,3307;3,3737;5,1930;2,9994;0,1492;0,5497;0,4918;0,4448;4,6792;141;141/C/NBP/2014;
20140724;3,0367;2,8686;2,8286;4,0900;1,3319;3,3664;5,1749;2,9941;0,1490;0,5485;0,4909;0,4443;4,6731;142;142/C/NBP/2014;
20140725;3,0432;2,8663;2,8351;4,0996;1,3314;3,3733;5,1668;2,9908;0,1491;0,5497;0,4895;0,4445;4,6798;143;143/C/NBP/2014;
20140728;3,0509;2,8727;2,8335;4,0998;1,3308;3,3740;5,1847;2,9967;0,1493;0,5497;0,4913;0,4479;4,6800;144;144/C/NBP/2014;
20140729;3,0536;2,8726;2,8248;4,1031;1,3302;3,3776;5,1882;2,9992;0,1493;0,5502;0,4913;0,4476;4,6911;145;145/C/NBP/2014;
20140730;3,0643;2,8754;2,8310;4,1100;1,3222;3,3813;5,1914;3,0028;0,1495;0,5512;0,4906;0,4475;4,6986;146;146/C/NBP/2014;
20140731;3,0734;2,8704;2,8223;4,1110;1,3205;3,3776;5,1949;2,9941;0,1494;0,5513;0,4906;0,4458;4,7033;147;147/C/NBP/2014;
20140801;3,0882;2,8706;2,8299;4,1342;1,3194;3,3982;5,2102;3,0016;0,1496;0,5545;0,4912;0,4478;4,7319;148;148/C/NBP/2014;
20140804;3,0888;2,8746;2,8310;4,1428;1,3196;3,4062;5,1973;3,0053;0,1499;0,5556;0,4914;0,4493;4,7352;149;149/C/NBP/2014;
20140805;3,0769;2,8697;2,8167;4,1293;1,3180;3,3950;5,1814;3,0013;0,1493;0,5538;0,4900;0,4467;4,7198;150;150/C/NBP/2014;
20140806;3,0964;2,8806;2,8288;4,1407;1,3113;3,4028;5,2183;3,0124;0,1492;0,5553;0,4932;0,4497;4,7389;151;151/C/NBP/2014;
20140807;3,1189;2,9074;2,8515;4,1629;1,3181;3,4264;5,2519;3,0454;0,1498;0,5584;0,4952;0,4503;4,7644;152;152/C/NBP/2014;
20140808;3,1116;2,8844;2,8477;4,1528;1,3203;3,4195;5,2368;3,0399;0,1494;0,5570;0,4975;0,4507;4,7593;153;153/C/NBP/2014;
20140811;3,1106;2,8844;2,8349;4,1666;1,3272;3,4328;5,2229;3,0529;0,1496;0,5590;0,4989;0,4504;4,7676;154;154/C/NBP/2014;
20140812;3,1039;2,8758;2,8327;4,1550;1,3258;3,4251;5,2111;3,0400;0,1492;0,5573;0,5020;0,4526;4,7544;155;155/C/NBP/2014;
20140813;3,1145;2,8871;2,8478;4,1605;1,3233;3,4287;5,2300;3,0478;0,1494;0,5581;0,5045;0,4529;4,7661;156;156/C/NBP/2014;
20140814;3,0992;2,8871;2,8400;4,1501;1,3225;3,4207;5,1805;3,0288;0,1490;0,5567;0,5035;0,4515;4,7484;157;157/C/NBP/2014;
20140818;3,0853;2,8754;2,8299;4,1351;1,3249;3,4135;5,1477;3,0137;0,1485;0,5547;0,5023;0,4513;4,7279;158;158/C/NBP/2014;
20140819;3,1032;2,8914;2,8477;4,1479;1,3220;3,4245;5,1891;3,0251;0,1486;0,5564;0,5045;0,4529;4,7423;159;159/C/NBP/2014;
20140820;3,1117;2,9007;2,8509;4,1435;1,3228;3,4227;5,1720;3,0274;0,1482;0,5558;0,5050;0,4528;4,7388;160;160/C/NBP/2014;
20140821;3,1219;2,9029;2,8537;4,1484;1,3206;3,4266;5,1988;3,0223;0,1486;0,5564;0,5053;0,4522;4,7576;161;161/C/NBP/2014;
20140822;3,1288;2,9068;2,8555;4,1502;1,3194;3,4271;5,1887;3,0150;0,1492;0,5567;0,5081;0,4529;4,7618;162;162/C/NBP/2014;
20140825;3,1245;2,9097;2,8531;4,1441;1,3236;3,4253;5,1805;3,0082;0,1487;0,5559;0,5083;0,4529;4,7542;163;163/C/NBP/2014;
20140826;3,1359;2,9156;2,8576;4,1392;1,3210;3,4265;5,2032;3,0152;0,1488;0,5552;0,5075;0,4523;4,7485;164;164/C/NBP/2014;
20140827;3,1382;2,9264;2,8636;4,1417;1,3223;3,4276;5,2047;3,0203;0,1491;0,5556;0,5079;0,4521;4,7681;165;165/C/NBP/2014;
