data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
20150403;3,7046;2,8110;2,9461;4,0296;1,3431;3,8652;5,4902;3,0925;0,1462;0,5394;0,4652;0,4303;5,1454;65;065/C/NBP/2015;
20150407;3,7075;2,8154;2,9504;4,0341;1,3456;3,8650;5,4941;3,0982;0,1464;0,5397;0,4638;0,4297;5,1512;66;066/C/NBP/2015;
20150408;3,6967;2,8258;2,9562;4,0171;1,3424;3,8427;5,5059;3,0753;0,1464;0,5377;0,4590;0,4291;5,1310;67;067/C/NBP/2015;
20150409;3,6583;2,8247;2,9452;3,9705;1,3378;3,8071;5,4712;3,0529;0,1450;0,5313;0,4575;0,4248;5,0696;68;068/C/NBP/2015;
20150410;3,7158;2,8685;2,9579;3,9857;1,3389;3,8198;5,4907;3,0920;0,1455;0,5334;0,4604;0,4266;5,1078;69;069/C/NBP/2015;
20150413;3,7460;2,8786;2,9764;3,9730;1,3370;3,8202;5,4822;3,1186;0,1450;0,5317;0,4616;0,4258;5,1519;70;070/C/NBP/2015;
20150414;3,7491;2,8474;2,9809;3,9716;1,3370;3,8304;5,4966;3,1207;0,1451;0,5315;0,4642;0,4263;5,1474;71;071/C/NBP/2015;
20150415;3,7163;2,8355;2,9799;3,9679;1,3412;3,8256;5,4927;3,1129;0,1451;0,5312;0,4681;0,4247;5,1495;72;072/C/NBP/2015;
20150416;3,7487;2,8576;2,9945;3,9874;1,3337;3,8587;5,5407;3,1390;0,1453;0,5340;0,4734;0,4278;5,1736;73;073/C/NBP/2015;
20150417;3,7181;2,8931;3,0393;3,9882;1,3211;3,8627;5,5434;3,1208;0,1454;0,5344;0,4766;0,4306;5,1396;74;074/C/NBP/2015;
20150420;3,6945;2,8701;3,0366;3,9763;1,3202;3,8707;5,5327;3,1008;0,1446;0,5330;0,4719;0,4272;5,0979;75;075/C/NBP/2015;
20150421;3,6762;2,8547;3,0069;3,9481;1,3190;3,8558;5,4782;3,0870;0,1439;0,5292;0,4674;0,4246;5,0618;76;076/C/NBP/2015;
20150422;3,6872;2,8453;3,0014;3,9424;1,3234;3,8440;5,4896;3,0801;0,1437;0,5284;0,4671;0,4242;5,0783;77;077/C/NBP/2015;
20150423;3,6881;2,8638;3,0131;3,9605;1,3149;3,8293;5,5418;3,0783;0,1443;0,5307;0,4686;0,4251;5,1014;78;078/C/NBP/2015;
20150424;3,6871;2,8550;3,0213;3,9677;1,3199;3,8287;5,5326;3,0758;0,1447;0,5318;0,4663;0,4225;5,1107;79;079/C/NBP/2015;
20150427;3,6782;2,8686;3,0244;3,9778;1,3140;3,8515;5,5626;3,0863;0,1448;0,5332;0,4701;0,4247;5,1025;80;080/C/NBP/2015;
20150428;3,6453;2,8532;3,0075;3,9566;1,3172;3,8136;5,5257;3,0534;0,1441;0,5303;0,4705;0,4228;5,0682;81;081/C/NBP/2015;
20150429;3,6114;2,8838;2,9964;3,9590;1,3124;3,7795;5,5344;3,0397;0,1441;0,5305;0,4708;0,4218;5,0518;82;082/C/NBP/2015;
20150430;3,5856;2,8848;2,9941;3,9700;1,3132;3,7953;5,5270;3,0123;0,1446;0,5321;0,4745;0,4279;5,0657;83;083/C/NBP/2015;
20150504;3,5808;2,8221;2,9681;3,9892;1,3181;3,8025;5,4986;2,9963;0,1455;0,5345;0,4747;0,4281;5,0027;84;084/C/NBP/2015;
20150505;3,5720;2,7987;2,9484;3,9875;1,3156;3,8312;5,4013;2,9732;0,1456;0,5342;0,4715;0,4275;5,0036;85;085/C/NBP/2015;
20150506;3,5776;2,8252;2,9659;3,9870;1,3224;3,8386;5,4223;2,9700;0,1455;0,5341;0,4723;0,4275;5,0177;86;086/C/NBP/2015;
20150507;3,5432;2,8397;2,9554;4,0172;1,3147;3,8763;5,4075;2,9683;0,1465;0,5381;0,4768;0,4307;5,0261;87;087/C/NBP/2015;
20150508;3,5495;2,8143;2,9258;3,9986;1,3178;3,8678;5,3861;2,9732;0,1458;0,5357;0,4764;0,4297;4,9887;88;088/C/NBP/2015;
20150511;3,5760;2,8346;2,9502;4,0121;1,3254;3,8641;5,5077;2,9835;0,1462;0,5377;0,4789;0,4330;5,0283;89;089/C/NBP/2015;
20150512;3,6065;2,8532;2,9872;4,0232;1,3207;3,8631;5,6103;3,0085;0,1468;0,5392;0,4786;0,4358;5,0717;90;090/C/NBP/2015;
20150513;3,6116;2,8768;3,0001;4,0637;1,3222;3,9064;5,6550;3,0093;0,1482;0,5445;0,4831;0,4364;5,1013;91;091/C/NBP/2015;
20150514;3,5665;2,8899;2,9834;4,0417;1,3158;3,8758;5,5990;2,9913;0,1472;0,5415;0,4837;0,4335;5,0783;92;092/C/NBP/2015;
20150515;3,5360;2,8752;2,9626;4,0303;1,3167;3,8699;5,5825;2,9707;0,1467;0,5398;0,4799;0,4292;5,0136;93;093/C/NBP/2015;
20150518;3,5312;2,8313;2,9326;4,0133;1,3073;3,8233;5,5647;2,9550;0,1463;0,5377;0,4793;0,4257;5,0165;94;094/C/NBP/2015;
20150519;3,5454;2,8330;2,9245;4,0219;1,3054;3,8462;5,5563;2,9602;0,1468;0,5389;0,4807;0,4312;5,0079;95;095/C/NBP/2015;
20150520;3,6069;2,8639;2,9481;4,0234;1,3145;3,8578;5,5970;2,9946;0,1469;0,5394;0,4791;0,4316;5,0650;96;096/C/NBP/2015;
20150521;3,6378;2,8683;2,9744;4,0387;1,3186;3,8800;5,6620;3,0060;0,1478;0,5414;0,4820;0,4354;5,0911;97;097/C/NBP/2015;
20150522;3,6496;2,8794;2,9880;4,0633;1,3215;3,9071;5,7262;3,0186;0,1486;0,5450;0,4826;0,4390;5,1331;98;098/C/NBP/2015;
20150525;3,6788;2,8786;2,9971;4,0566;1,3213;3,8983;5,7043;3,0283;0,1481;0,5441;0,4826;0,4396;5,1123;99;099/C/NBP/2015;
20150526;3,7017;2,8959;3,0085;4,0612;1,3213;3,9235;5,7224;3,0467;0,1484;0,5447;0,4844;0,4399;5,1180;100;100/C/NBP/2015;
20150527;3,7635;2,9146;3,0263;4,1034;1,3257;3,9619;5,7806;3,0532;0,1498;0,5504;0,4881;0,4457;5,2245;101;101/C/NBP/2015;
20150528;3,7662;2,9056;3,0271;4,0872;1,3240;3,9536;5,7721;3,0447;0,1492;0,5482;0,4837;0,4407;5,2261;102;102/C/NBP/2015;
20150529;3,7688;2,8699;3,0045;4,0976;1,3267;3,9637;5,7514;3,0265;0,1492;0,5493;0,4791;0,4418;5,2394;103;103/C/NBP/2015;
20150601;3,7155;2,8416;2,9749;4,0821;1,3203;3,9660;5,6782;2,9988;0,1492;0,5473;0,4773;0,4369;5,2060;104;104/C/NBP/2015;
20150602;3,7316;2,8494;2,9847;4,0861;1,3222;3,9575;5,6867;3,0038;0,1488;0,5478;0,4713;0,4371;5,1836;105;105/C/NBP/2015;
20150603;3,6699;2,8460;2,9506;4,0877;1,3164;3,9352;5,6281;2,9602;0,1489;0,5480;0,4704;0,4341;5,1857;106;106/C/NBP/2015;
20150605;3,6534;2,8498;2,9357;4,1021;1,3117;3,9150;5,5985;2,9423;0,1494;0,5498;0,4719;0,4372;5,1480;107;107/C/NBP/2015;
20150608;3,6580;2,8137;2,9202;4,1184;1,3216;3,9223;5,5980;2,9319;0,1503;0,5520;0,4660;0,4393;5,1287;108;108/C/NBP/2015;
20150609;3,6841;2,8168;2,9681;4,1273;1,3142;3,9325;5,6318;2,9447;0,1505;0,5532;0,4669;0,4405;5,1638;109;109/C/NBP/2015;
20150610;3,6666;2,8213;2,9715;4,1258;1,3188;3,9431;5,6138;2,9496;0,1507;0,5530;0,4713;0,4410;5,1620;110;110/C/NBP/2015;
20150611;3,6241;2,8133;2,9650;4,1018;1,3143;3,9079;5,6274;2,9540;0,1501;0,5496;0,4701;0,4390;5,1192;111;111/C/NBP/2015;
20150612;3,6420;2,8127;2,9588;4,0887;1,3150;3,8888;5,6392;2,9442;0,1496;0,5481;0,4649;0,4416;5,1185;112;112/C/NBP/2015;
20150615;3,6622;2,8236;2,9687;4,1109;1,3160;3,9370;5,6745;2,9634;0,1507;0,5510;0,4716;0,4461;5,1402;113;113/C/NBP/2015;
20150616;3,6641;2,8456;2,9712;4,1162;1,3152;3,9157;5,6893;2,9706;0,1510;0,5518;0,4710;0,4472;5,1531;114;114/C/NBP/2015;
20150617;3,6463;2,8309;2,9631;4,1016;1,3136;3,9174;5,7030;2,9563;0,1505;0,5499;0,4701;0,4451;5,1449;115;115/C/NBP/2015;
20150618;3,6496;2,8056;2,9652;4,1125;1,3218;3,9389;5,7437;2,9422;0,1510;0,5514;0,4719;0,4458;5,1586;116;116/C/NBP/2015;
20150619;3,6171;2,8356;2,9750;4,1232;1,3196;3,9432;5,7489;2,9456;0,1513;0,5526;0,4687;0,4464;5,1240;117;117/C/NBP/2015;
20150622;3,6472;2,8324;2,9753;4,1372;1,3202;3,9534;5,7949;2,9740;0,1518;0,5545;0,4679;0,4483;5,1705;118;118/C/NBP/2015;
20150623;3,6345;2,8224;2,9607;4,1313;1,3281;3,9456;5,7523;2,9512;0,1519;0,5537;0,4705;0,4479;5,1475;119;119/C/NBP/2015;
20150624;3,7012;2,8485;2,9923;4,1275;1,3287;3,9482;5,8245;2,9813;0,1519;0,5531;0,4715;0,4478;5,1854;120;120/C/NBP/2015;
20150625;3,6884;2,8423;2,9828;4,1259;1,3253;3,9488;5,8066;2,9716;0,1514;0,5531;0,4692;0,4478;5,1749;121;121/C/NBP/2015;
20150626;3,6886;2,8519;2,9881;4,1283;1,3226;3,9342;5,8063;2,9824;0,1515;0,5534;0,4714;0,4468;5,1794;122;122/C/NBP/2015;
20150629;3,6963;2,8264;2,9901;4,1311;1,3246;3,9598;5,8171;2,9826;0,1519;0,5536;0,4720;0,4452;5,1875;123;123/C/NBP/2015;
20150630;3,7302;2,8568;3,0158;4,1501;1,3181;4,0076;5,8670;3,0369;0,1524;0,5563;0,4719;0,4505;5,2309;124;124/C/NBP/2015;
20150701;3,7043;2,8571;2,9787;4,1471;1,3176;3,9813;5,8328;3,0281;0,1524;0,5559;0,4718;0,4492;5,2126;125;125/C/NBP/2015;
20150702;3,7435;2,8665;2,9833;4,1439;1,3194;3,9678;5,8505;3,0403;0,1521;0,5554;0,4740;0,4488;5,2347;126;126/C/NBP/2015;
20150703;3,7427;2,8513;2,9764;4,1492;1,3222;3,9709;5,8431;3,0413;0,1525;0,5562;0,4702;0,4435;5,2468;127;127/C/NBP/2015;
20150706;3,7414;2,8115;2,9711;4,1520;1,3171;3,9758;5,8388;3,0501;0,1533;0,5565;0,4682;0,4424;5,2504;128;128/C/NBP/2015;
20150707;3,7690;2,8323;2,9798;4,1618;1,3158;3,9854;5,8661;3,0727;0,1534;0,5578;0,4661;0,4445;5,2850;129;129/C/NBP/2015;
20150708;3,8056;2,8180;2,9790;4,1652;1,3131;4,0106;5,8727;3,1078;0,1536;0,5582;0,4625;0,4459;5,3154;130;130/C/NBP/2015;
20150709;3,7936;2,8173;2,9786;4,1889;1,3179;3,9993;5,8300;3,1336;0,1545;0,5613;0,4618;0,4470;5,3038;131;131/C/NBP/2015;
20150710;3,7757;2,8125;2,9739;4,1768;1,3232;3,9866;5,8161;3,1155;0,1540;0,5597;0,4661;0,4459;5,2804;132;132/C/NBP/2015;
20150713;3,6929;2,7431;2,9008;4,1301;1,3288;3,9394;5,7318;3,0124;0,1523;0,5534;0,4622;0,4394;5,1867;133;133/C/NBP/2015;
20150714;3,7111;2,7515;2,9082;4,1031;1,3181;3,9146;5,7712;3,0089;0,1515;0,5497;0,4601;0,4380;5,1948;134;134/C/NBP/2015;
20150715;3,7207;2,7715;2,9192;4,1070;1,3236;3,9371;5,7980;3,0176;0,1518;0,5503;0,4585;0,4374;5,2018;135;135/C/NBP/2015;
20150716;3,7345;2,7728;2,9193;4,0929;1,3189;3,9249;5,8216;3,0153;0,1512;0,5484;0,4586;0,4381;5,1960;136;136/C/NBP/2015;
20150717;3,7287;2,7701;2,8891;4,0699;1,3162;3,9069;5,8216;3,0086;0,1501;0,5455;0,4594;0,4384;5,2110;137;137/C/NBP/2015;
20150720;3,7465;2,7615;2,8856;4,0659;1,3163;3,9007;5,8335;3,0191;0,1504;0,5449;0,4578;0,4347;5,2058;138;138/C/NBP/2015;
20150721;3,7659;2,7686;2,8941;4,0808;1,3184;3,9055;5,8590;3,0286;0,1506;0,5469;0,4571;0,4362;5,2216;139;139/C/NBP/2015;
20150722;3,7448;2,7710;2,8900;4,0815;1,3260;3,9081;5,8269;3,0146;0,1506;0,5470;0,4596;0,4362;5,2175;140;140/C/NBP/2015;
20150723;3,7397;2,7584;2,8687;4,0751;1,3227;3,8911;5,8450;3,0158;0,1506;0,5462;0,4581;0,4337;5,2071;141;141/C/NBP/2015;
20150724;3,7107;2,7352;2,8550;4,0757;1,3187;3,8749;5,7766;2,9939;0,1508;0,5463;0,4544;0,4322;5,2079;142;142/C/NBP/2015;
20150727;3,7261;2,7133;2,8541;4,0847;1,3150;3,8825;5,7775;3,0096;0,1511;0,5475;0,4549;0,4332;5,2015;143;143/C/NBP/2015;
20150728;3,6846;2,6948;2,8330;4,0924;1,3209;3,8559;5,7340;2,9954;0,1514;0,5485;0,4525;0,4335;5,2113;144;144/C/NBP/2015;
20150729;3,6957;2,7046;2,8440;4,0830;1,3176;3,8316;5,7681;2,9892;0,1511;0,5472;0,4517;0,4309;5,1750;145;145/C/NBP/2015;
20150730;3,7059;2,7148;2,8645;4,0910;1,3244;3,8500;5,8123;2,9976;0,1508;0,5484;0,4545;0,4311;5,1852;146;146/C/NBP/2015;
20150731;3,7512;2,7293;2,8813;4,0998;1,3278;3,8681;5,8606;3,0166;0,1517;0,5495;0,4583;0,4336;5,2183;147;147/C/NBP/2015;
20150803;3,7037;2,7222;2,8526;4,1105;1,3320;3,8747;5,8008;2,9974;0,1519;0,5509;0,4575;0,4341;5,2274;148;148/C/NBP/2015;
20150804;3,7401;2,7220;2,8466;4,1045;1,3346;3,8693;5,8403;3,0148;0,1519;0,5501;0,4556;0,4336;5,2260;149;149/C/NBP/2015;
20150805;3,7497;2,7736;2,8552;4,1108;1,3316;3,8623;5,8512;3,0230;0,1520;0,5509;0,4559;0,4341;5,2261;150;150/C/NBP/2015;
20150806;3,7940;2,7904;2,8820;4,1289;1,3342;3,8692;5,9191;3,0399;0,1528;0,5533;0,4587;0,4348;5,2492;151;151/C/NBP/2015;
20150807;3,7975;2,7891;2,8846;4,1446;1,3339;3,8713;5,8919;3,0437;0,1533;0,5555;0,4587;0,4342;5,2975;152;152/C/NBP/2015;
20150810;3,8100;2,8048;2,8968;4,1427;1,3325;3,8615;5,8807;3,0534;0,1534;0,5552;0,4578;0,4319;5,2684;153;153/C/NBP/2015;
20150811;3,7892;2,7949;2,8888;4,1581;1,3348;3,8362;5,8818;3,0412;0,1538;0,5573;0,4605;0,4345;5,2779;154;154/C/NBP/2015;
20150812;3,7548;2,7431;2,8659;4,1555;1,3293;3,8215;5,8545;3,0090;0,1537;0,5569;0,4565;0,4335;5,2493;155;155/C/NBP/2015;
20150813;3,7115;2,7299;2,8604;4,1481;1,3316;3,8208;5,7951;2,9932;0,1534;0,5558;0,4554;0,4330;5,2400;156;156/C/NBP/2015;
20150814;3,7213;2,7302;2,8525;4,1376;1,3357;3,8182;5,8006;2,9930;0,1531;0,5544;0,4533;0,4370;5,2171;157;157/C/NBP/2015;
20150817;3,7181;2,7472;2,8459;4,1431;1,3366;3,8129;5,8051;2,9928;0,1533;0,5551;0,4529;0,4391;5,2240;158;158/C/NBP/2015;
20150818;3,7138;2,7392;2,8314;4,1212;1,3329;3,8063;5,8053;2,9884;0,1526;0,5522;0,4523;0,4359;5,1783;159;159/C/NBP/2015;
20150819;3,7376;2,7386;2,8561;4,1259;1,3345;3,8235;5,8628;3,0045;0,1527;0,5528;0,4515;0,4385;5,2214;160;160/C/NBP/2015;
20150820;3,7403;2,7455;2,8596;4,1300;1,3324;3,8488;5,8568;3,0084;0,1528;0,5534;0,4504;0,4359;5,2301;161;161/C/NBP/2015;
20150821;3,7142;2,7165;2,8304;4,1459;1,3280;3,8475;5,8123;2,9972;0,1534;0,5555;0,4494;0,4358;5,2054;162;162/C/NBP/2015;
20150824;3,6825;2,7054;2,8108;4,1595;1,3249;3,8594;5,7794;3,0045;0,1539;0,5574;0,4488;0,4366;5,2009;163;163/C/NBP/2015;
20150825;3,6038;2,5942;2,7200;4,2051;1,3326;3,8748;5,6830;3,0575;0,1554;0,5633;0,4409;0,4407;5,1984;164;164/C/NBP/2015;
20150826;3,6429;2,6220;2,7503;4,1776;1,3354;3,8619;5,7440;3,0450;0,1542;0,5597;0,4436;0,4357;5,1640;165;165/C/NBP/2015;
