data;1USD;1AUD;1CAD;1EUR;100HUF;1CHF;1GBP;100JPY;1CZK;1DKK;1NOK;1SEK;1XDR;nr tabeli;pe³ny numer tabeli;
;dolar amerykañski;dolar australijski;dolar kanadyjski;euro;forint (Wêgry);frank szwajcarski;funt szterling;jen (Japonia);korona czeska;korona duñska;korona norweska;korona szwedzka;SDR (MFW);
20141125;3,4111;2,9412;3,0291;4,2374;1,3885;3,5235;5,3512;2,8807;0,1535;0,5695;0,5034;0,4582;4,9873;228;228/C/NBP/2014;
20141126;3,3890;2,8968;3,0165;4,2269;1,3788;3,5146;5,3279;2,8757;0,1532;0,5681;0,4983;0,4560;4,9757;229;229/C/NBP/2014;
20141127;3,3764;2,8769;3,0031;4,2218;1,3763;3,5102;5,3306;2,8713;0,1531;0,5675;0,4950;0,4561;4,9553;230;230/C/NBP/2014;
20141128;3,3808;2,8932;2,9977;4,2221;1,3750;3,5126;5,3249;2,8737;0,1528;0,5675;0,4910;0,4560;4,9557;231;231/C/NBP/2014;
20141201;3,3862;2,8799;2,9667;4,2208;1,3772;3,5115;5,3068;2,8582;0,1526;0,5672;0,4856;0,4558;4,9542;232;232/C/NBP/2014;
20141202;3,3774;2,8772;2,9711;4,2211;1,3780;3,5110;5,3196;2,8642;0,1528;0,5674;0,4875;0,4565;4,9546;233;233/C/NBP/2014;
20141203;3,3937;2,8649;2,9746;4,2097;1,3721;3,4957;5,3089;2,8463;0,1524;0,5658;0,4839;0,4539;4,9536;234;234/C/NBP/2014;
20141204;3,4100;2,8674;2,9929;4,1981;1,3669;3,4892;5,3465;2,8464;0,1520;0,5642;0,4844;0,4527;4,9582;235;235/C/NBP/2014;
20141205;3,3896;2,8396;2,9795;4,2024;1,3686;3,4937;5,3121;2,8300;0,1522;0,5648;0,4803;0,4526;4,9685;236;236/C/NBP/2014;
20141208;3,4232;2,8492;2,9866;4,2039;1,3678;3,4953;5,3356;2,8149;0,1522;0,5651;0,4779;0,4528;4,9539;237;237/C/NBP/2014;
20141209;3,4245;2,8408;2,9924;4,2044;1,3717;3,4971;5,3495;2,8309;0,1523;0,5651;0,4774;0,4521;4,9807;238;238/C/NBP/2014;
20141210;3,3911;2,8179;2,9642;4,2023;1,3747;3,4958;5,3093;2,8450;0,1521;0,5648;0,4768;0,4515;4,9489;239;239/C/NBP/2014;
20141211;3,3890;2,8197;2,9570;4,2072;1,3699;3,4982;5,3174;2,8534;0,1523;0,5655;0,4723;0,4502;4,9537;240;240/C/NBP/2014;
20141212;3,4035;2,8152;2,9540;4,2178;1,3703;3,5109;5,3365;2,8566;0,1527;0,5671;0,4684;0,4507;4,9669;241;241/C/NBP/2014;
20141215;3,3899;2,7956;2,9306;4,2179;1,3654;3,5120;5,3297;2,8489;0,1528;0,5671;0,4614;0,4488;4,9586;242;242/C/NBP/2014;
20141216;3,3920;2,7821;2,9259;4,2162;1,3676;3,5104;5,3082;2,8588;0,1529;0,5668;0,4571;0,4459;4,9586;243;243/C/NBP/2014;
20141217;3,3979;2,7951;2,9205;4,2554;1,3562;3,5436;5,3531;2,9166;0,1541;0,5719;0,4508;0,4462;4,9890;244;244/C/NBP/2014;
20141218;3,4261;2,8039;2,9438;4,2650;1,3598;3,5516;5,3791;2,9255;0,1545;0,5734;0,4627;0,4490;5,0193;245;245/C/NBP/2014;
20141219;3,4966;2,8614;3,0104;4,2932;1,3638;3,5645;5,4732;2,9345;0,1555;0,5771;0,4734;0,4537;5,0907;246;246/C/NBP/2014;
20141222;3,5101;2,8650;3,0235;4,3122;1,3623;3,5826;5,4912;2,9421;0,1559;0,5797;0,4784;0,4556;5,1046;247;247/C/NBP/2014;
20141223;3,5199;2,8647;3,0271;4,3147;1,3733;3,5850;5,4978;2,9359;0,1563;0,5799;0,4759;0,4537;5,1137;248;248/C/NBP/2014;
20141224;3,5653;2,8891;3,0604;4,3405;1,3765;3,6094;5,5257;2,9534;0,1569;0,5835;0,4792;0,4582;5,1555;249;249/C/NBP/2014;
20141229;3,5643;2,8910;3,0694;4,3491;1,3780;3,6171;5,5403;2,9590;0,1570;0,5846;0,4789;0,4583;5,1657;250;250/C/NBP/2014;
20141230;3,5638;2,9001;3,0658;4,3447;1,3808;3,6115;5,5361;2,9533;0,1568;0,5839;0,4793;0,4538;5,1605;251;251/C/NBP/2014;
20141231;3,5626;2,9191;3,0671;4,3369;1,3803;3,6063;5,5428;2,9913;0,1563;0,5825;0,4794;0,4598;5,1657;252;252/C/NBP/2014;

kod ISO;USD;AUD;CAD;EUR;HUF;CHF;GBP;JPY;CZK;DKK;NOK;SEK;XDR;
nazwa waluty;dolar amerykañski;dolar australijski;dolar kanadyjski;euro;forint (Wêgry);frank szwajcarski;funt szterling;jen (Japonia);korona czeska;korona duñska;korona norweska;korona szwedzka;SDR (MFW);
liczba jednostek;1;1;1;1;100;1;1;100;1;1;1;1;1;
